cuneichar,cuneicharAltLabel,cuneicharLabel,phoneticValues,oslIDs
http://www.wikidata.org/entity/Q87555439,"CUNEIFORM SIGN GA2 TIMES SAL, U+120E3",𒃣,"uš₃, ama₅, am₅, ame₂, arhuš, eme₈",o0001322
http://www.wikidata.org/entity/Q87556638,"CUNEIFORM SIGN URU TIMES HA, U+12341",𒍁,"irišeb, urušeb, urušib",o0002565
http://www.wikidata.org/entity/Q87556049,"CUNEIFORM SIGN LU2 TIMES NE, U+1220C",𒈌,du₁₄,o0001981
http://www.wikidata.org/entity/Q87556658,"CUNEIFORM SIGN URU TIMES SIG4, U+1234A",𒍊,,o0002574
http://www.wikidata.org/entity/Q87556650,"CUNEIFORM SIGN URU TIMES MIN, U+12347",𒍇,"gal₃, gišgal, lu₇, ŋešgal, ŋišgal, qal₃, suk₃, u₁₈, ul₁₂, ulu₃, uluₓ, uru₁₇, zik₃",o0002572
http://www.wikidata.org/entity/Q87556675,"CUNEIFORM SIGN USH TIMES KU, U+12353",𒍓,galaₓ,o0002616
http://www.wikidata.org/entity/Q87556071,"CUNEIFORM SIGN LUGAL, U+12217",𒈗,"nurra, saŋ₄, lillan, šar₃, lugal, bišeba, bišebi, haniš₂, kaššeba, kaššebi, lillia, lugala, rab₃, sag₄, šarra, šarru, šarrum, šugur",o0000434
http://www.wikidata.org/entity/Q87556672,"CUNEIFORM SIGN USH, U+12351",𒍑,"net, nid, nita, ned, nit, ŋeš₃, us₂, uš, geš₃, giš₃, gurušₓ, iš₁₀, mešₓ, mišₓ, neṭ, ninta, nintah, nintahu, niṭ, nitah, nitahu, nittaₓ, ŋiš₃, unu₈, uś, uṣ₂, usa₂, usu₂, uz₂",o0000595
http://www.wikidata.org/entity/Q87555460,"CUNEIFORM SIGN GABA, U+120EE",𒃮,"tuh, gab, gaba, duh, gap, qab, du₈, dudda, qap, ga₁₅, irtu, pitru, tah₂, ṭah₂, tu₂₄, ṭu₅, ṭuh, tuhu",o0000190
http://www.wikidata.org/entity/Q87555397,"CUNEIFORM SIGN GA2 TIMES GAR, U+120CC",𒃌,"malga, galga, egara, eŋara, išhara, išhuru, ŋalga",o0001303
http://www.wikidata.org/entity/Q87556679,"CUNEIFORM SIGN USH TIMES TAK4, U+12355",𒍕,"dan₆, tan₆",o0002617
http://www.wikidata.org/entity/Q87555403,"CUNEIFORM SIGN GA2 TIMES GI4 PLUS A, U+120CF",𒃏,ŋagiaₓ,o0001261
http://www.wikidata.org/entity/Q87556687,"CUNEIFORM SIGN USHUMX, U+12358",𒍘,"ušumx, ušumₓ",o0000596
http://www.wikidata.org/entity/Q87555415,"CUNEIFORM SIGN GA2 TIMES IGI GUNU, U+120D6",𒃖,"gaga, sabad₃, bara₁₀, sad₄",o0001309
http://www.wikidata.org/entity/Q87556085,"CUNEIFORM SIGN LUM OVER LUM, U+1221E",𒈞,"gum₂-gum₂, gumgum",o0001926
http://www.wikidata.org/entity/Q87556673,"CUNEIFORM SIGN USH TIMES A, U+12352",𒍒,"kisi, kaš₃",o0002614
http://www.wikidata.org/entity/Q87556095,"CUNEIFORM SIGN MA2, U+12223, MÁ",𒈣,ma₂,o0000452
http://www.wikidata.org/entity/Q87556677,"CUNEIFORM SIGN USH TIMES KUR, U+12354",𒍔,gešₓ,o0002615
http://www.wikidata.org/entity/Q87556700,"CUNEIFORM SIGN ZA TENU, U+1235E",𒍞,"ad₄, addaₓ, addu₄",o0000604
http://www.wikidata.org/entity/Q87556097,"CUNEIFORM SIGN MAH, U+12224",𒈤,"meh, maha, mah, mih, al₆, šutur",o0000446
http://www.wikidata.org/entity/Q87555425,"CUNEIFORM SIGN GA2 TIMES KID PLUS LAL, U+120DB",𒃛,"elilla, galilla, ŋalilla",o0001267
http://www.wikidata.org/entity/Q87556100,"CUNEIFORM SIGN MASH, U+12226",𒈦,"1/2, mas, ba₇, 1/2(diš), baš, emaš, ma₇, maś, maš, maṣ, maša, sa₉, til₉, waš, zipah",o0000449
http://www.wikidata.org/entity/Q87555499,"CUNEIFORM SIGN GI TIMES U, U+12102, CUNEIFORM SIGN GI TIMES U (𒄀 × 𒌋)",𒄂,gitag,o0001360
http://www.wikidata.org/entity/Q87556105,"CUNEIFORM SIGN MES, U+12229",𒈩,"red, rit, mez, mes, mis, mesa, ret, mesi, kišib, meṣ, meš₃, miš, miṣ, rid, riṭ",o0000454
http://www.wikidata.org/entity/Q87556726,"CUNEIFORM SIGN ZIZ2, U+12369",𒍩,ziz₂,o0000612
http://www.wikidata.org/entity/Q87556729,"CUNEIFORM SIGN ZU5, U+1236B",𒍫,zu₅,o0000618
http://www.wikidata.org/entity/Q87556733,"CUNEIFORM SIGN ZUBUR, U+1236D",𒍭,"zabar₂, zubur",o0000616
http://www.wikidata.org/entity/Q87556741,"CUNEIFORM SIGN AB2 TIMES A, U+12371",𒍱,,o0032011
http://www.wikidata.org/entity/Q87555012,"CUNEIFORM SIGN A TIMES SAG, U+12008",𒀈,"esag, esaŋ",o0000852
http://www.wikidata.org/entity/Q87555019,"CUNEIFORM SIGN AB TIMES DUN3 GUNU, U+1200C",𒀌,"agarin, aŋarin",o0000746
http://www.wikidata.org/entity/Q87555022,"CUNEIFORM SIGN AB TIMES GAN2 TENU, U+1200E",𒀎,"agarin₂, aŋarin₂",o0000748
http://www.wikidata.org/entity/Q87556738,"CUNEIFORM SIGN AB TIMES NUN, U+12370",𒍰,,o0000754
http://www.wikidata.org/entity/Q87555483,"CUNEIFORM SIGN GAN2 CROSSING GAN2, U+120FA",𒃺,"ulul₂, alal₄",o0001216
http://www.wikidata.org/entity/Q87555487,"CUNEIFORM SIGN GAR3, U+120FC",𒃼,"qar, gar₃, gara₃, kar₃, ŋar₃, qer₅",o0000204
http://www.wikidata.org/entity/Q87555549,"CUNEIFORM SIGN GU2 TIMES KAK, U+12119, CUNEIFORM SIGN DUR",𒄙,"dur, ṭur, tur₂, ṭuru, usan₆",o0001431
http://www.wikidata.org/entity/Q87555556,"CUNEIFORM SIGN GU2 GUNU, U+1211D",𒄝,"munsub₄, musub₄, usan₂, usaₓ",o0000231
http://www.wikidata.org/entity/Q87555560,"CUNEIFORM SIGN GUD TIMES A PLUS KUR, U+1211F",𒄟,ildag₂,o0001419
http://www.wikidata.org/entity/Q87556169,"CUNEIFORM SIGN NE SHESHIG, U+1224B",𒉋,"gibi, gibil, bil₂, bel₂, bi₅, ge₁₀, gi₁₀, gibila, gil₄, ne₈, pel₂, pil₂",o0000478
http://www.wikidata.org/entity/Q87556776,"CUNEIFORM SIGN KA TIMES GUD, U+12381",𒎁,,o0027998
http://www.wikidata.org/entity/Q87556763,"CUNEIFORM SIGN GE22, U+1237B",𒍻,"ulil, santak₂, uburu, utag, utak",o0000209
http://www.wikidata.org/entity/Q87556190,"CUNEIFORM SIGN NINDA2 TIMES GUD, U+12256",𒉖,"indagara, indagra",o0002102
http://www.wikidata.org/entity/Q87556773,"CUNEIFORM SIGN KA TIMES GISH, U+12380",𒎀,,o0001633
http://www.wikidata.org/entity/Q87556792,"CUNEIFORM SIGN LU2 SHESHIG TIMES BAD, U+12389",𒎉,,o0001957
http://www.wikidata.org/entity/Q87556799,"CUNEIFORM SIGN MESH, U+1238C, Meš",𒎌,,o0002011
http://www.wikidata.org/entity/Q87556803,"CUNEIFORM SIGN NA4, U+1238E",𒎎,,o0002079
http://www.wikidata.org/entity/Q87555528,"CUNEIFORM SIGN GISAL, U+12110",𒄐,"biz₂, gisal, gišal, gizal, mizal, ŋisal, ŋizal",o0000216
http://www.wikidata.org/entity/Q87556791,"CUNEIFORM SIGN LAGAB TIMES GI, U+12388",𒎈,,o0032025
http://www.wikidata.org/entity/Q87556559,"Um, CUNEIFORM SIGN UM, U+1231D",𒌝,"umu, um, deh₂, dehi₂, dih₂, dihi₂, samag, sumug, šumugₓ, teh₂, tehi₂, u₁₆",o0000571
http://www.wikidata.org/entity/Q87556820,"CUNEIFORM SIGN SAG TIMES IGI GUNU, U+12396, CUNEIFORM SIGN SAG TIMES SIG7, SAG & SIG7, U+12295 & U+1214A, CUNEIFORM SIGN SAG TIMES SIG7 (𒊕 × 𒅊)",𒎖,,o0032027
http://www.wikidata.org/entity/Q87555613,"CUNEIFORM SIGN HUB2, U+12138",𒄸,"hub₂, hup₂, kup₃, tu₁₁, tu₁₁⁺, tun₂",o0000240
http://www.wikidata.org/entity/Q87556813,"CUNEIFORM SIGN NU11 ROTATED NINETY DEGREES, U+12393",𒎓,,o0000492
http://www.wikidata.org/entity/Q87555102,"ARAD, CUNEIFORM SIGN ARAD, U+12034",𒀴,"arda, urda, eru, arad, erum, urdu, ir₃, nita₂, er₃, erad, eri₃, irda, ninta₂, nintah₂, nitah₂, subarrumₓ, šubur₂, war₃, wardu",o0000103
http://www.wikidata.org/entity/Q87556818,"CUNEIFORM SIGN PIR2, U+12395",𒎕,,o0032009
http://www.wikidata.org/entity/Q87556235,"CUNEIFORM SIGN NUNUZ AB2 TIMES BI, U+1226F",𒉯,"hubur, mud₃, pihu₂",o0002147
http://www.wikidata.org/entity/Q87555106,"CUNEIFORM SIGN ARKAB, U+12036",𒀶,arkab₂,o0000104
http://www.wikidata.org/entity/Q87556233,"CUNEIFORM SIGN NUNUZ AB2 TIMES ASHGAB, U+1226E",𒉮,"šakan₅, saman₅, usan₃, usan₃-sur₅, usanduₓ, usansuruₓ, usun, uzunₓ",o0002146
http://www.wikidata.org/entity/Q87556239,"CUNEIFORM SIGN NUNUZ AB2 TIMES GUD, U+12271",𒉱,usanₓ,o0002149
http://www.wikidata.org/entity/Q87555638,"CUNEIFORM SIGN IDIM OVER IDIM SQUARED, U+12144",𒅄,,o0000645
http://www.wikidata.org/entity/Q87555636,"CUNEIFORM SIGN IDIM OVER IDIM BUR, U+12143",𒅃,"bansur₂, banšur₂, buru₉, kiši₁₁",o0001482
http://www.wikidata.org/entity/Q87555120,"CUNEIFORM SIGN ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH, U+1203D",𒀽,"kad₈, šušur₂",o0000853
http://www.wikidata.org/entity/Q87556259,"CUNEIFORM SIGN PAD, U+1227B",𒉻,"pad, pada, pata, pat, kurum₆, bad₂, bat₂, bu₁₅, kur₆, kurummaₓ, paṭ, paₓ, šug, šuk, šuku, šukun₃, šukur₂, šuq, šutug, šutugₓ",o0000498
http://www.wikidata.org/entity/Q87555649,"CUNEIFORM SIGN IGI GUNU, U+1214A, CUNEIFORM SIGN SIG7",𒅊,"ugur₂, imma₃, agar₄, igi₂, igigunuₓ, nab₄, nam₄, sa₇, sag₁₂, samag₆, šamagₓ, se₁₂, seg₇, si₁₂, ši₇, sig₇, ukur₅",o0000248
http://www.wikidata.org/entity/Q87556267,"CUNEIFORM SIGN PI, U+1227F",𒉿,"pi, wa, yi, ye, we, aw, iw, wi, ya, pe, ew, neda, wu, yu, a₃, am₇, baₓ, be₆, bi₃, buₓ, daₓ, eₓ, geltan, gešdu, geštu, geštug, geštunuₓ, gišdu, gištu, gištug, gištunuₓ, i₁₆, ia₈, iu₂, ma₉, me₈, meštunuₓ, mi₅, mištunuₓ, muštu, muštug, ŋešdu, ŋeštu, ŋestug, ŋeštug, ŋišdu, ŋištu, ŋistug, ŋištug, pa₁₂, ta₇, tal₂, tala₂, til₇, u₁₇, uštu, uštug, uw",o0000502
http://www.wikidata.org/entity/Q87555133,"CUNEIFORM SIGN BAHAR2, U+12043, DUG.SILA3.BUR",𒁃,"/allura/, alurₓ, bahar₂, lil₇, lillu, muštaptin, nunurra, nunurru",o0000117
http://www.wikidata.org/entity/Q87556270,"CUNEIFORM SIGN PI TIMES AB, U+12281",𒊁,,o0002246
http://www.wikidata.org/entity/Q87555660,"CUNEIFORM SIGN IM TIMES TAK4, U+1214F",𒅏,"kid₇, tug₇, tuk₇",o0001549
http://www.wikidata.org/entity/Q87555142,"CUNEIFORM SIGN BAR, U+12047",𒁇,"bar, war, bare, bara, ba₁₅, par₂, para₂",o0000120
http://www.wikidata.org/entity/Q87555664,"CUNEIFORM SIGN IM OPPOSING IM, U+12151",𒅑,dalhamunₓ,o0001548
http://www.wikidata.org/entity/Q87555609,"CUNEIFORM SIGN HI TIMES U, U+12136",𒄶,"dubur₂, šaru, šarʾu",o0028114
http://www.wikidata.org/entity/Q87555683,"CUNEIFORM SIGN KA TIMES ASH2, U+1215B",𒅛,ibira₂,o0001612
http://www.wikidata.org/entity/Q87555681,"CUNEIFORM SIGN KA TIMES AD PLUS KU3, U+1215A",𒅚,"nigru, nagiri",o0001593
http://www.wikidata.org/entity/Q87556293,"as, CUNEIFORM SIGN PIRIG TIMES ZA, U+1228D, az, PIRIG×ZA",𒊍,"as, az, asa, aza, aṣ, ugₓ, us₄, uṣ₄, uz₄",o0002245
http://www.wikidata.org/entity/Q87555691,"CUNEIFORM SIGN KA TIMES ERIN2, U+12160",𒅠,,o0000777
http://www.wikidata.org/entity/Q87556309,"CUNEIFORM SIGN SAG TIMES A, U+12296",𒊖,kabₓ,o0002272
http://www.wikidata.org/entity/Q87555705,"CUNEIFORM SIGN KA TIMES GIR2, U+12168",𒅨,emeₓ-gir₂,o0001630
http://www.wikidata.org/entity/Q87555651,"CUNEIFORM SIGN IL, U+1214B",𒅋,"il, al₉, el₂",o0000249
http://www.wikidata.org/entity/Q87555189,"CUNEIFORM SIGN DAG KISIM5 TIMES GUD, U+1205F",𒁟,"udul₅, utul₅",o0000956
http://www.wikidata.org/entity/Q87555712,"CUNEIFORM SIGN KA TIMES GISH CROSSING GISH, U+1216A",𒅪,"gasa, gaza₃, ibira, irhandiₓ, nehandiₓ, tibira₂",o0001632
http://www.wikidata.org/entity/Q87555655,"CUNEIFORM SIGN IL2, U+1214D",𒅍,"dusu, dupsik, il₂, gur₃, guru₃, dubsig, dubsik, dusi, dussu, ga₆, gil₃, ila₂, ili₂, ŋa₆",o0000252
http://www.wikidata.org/entity/Q87556325,"CUNEIFORM SIGN SAG TIMES SAL, U+1229F",𒊟,"dilib₆, eru₃, erum₃",o0002284
http://www.wikidata.org/entity/Q87555671,"CUNEIFORM SIGN IN, U+12154",𒅔,"ini, in, en₆, gir₁₂, isin₂",o0000256
http://www.wikidata.org/entity/Q87556347,"CUNEIFORM SIGN SAL LAGAB TIMES ASH2, U+122AA",𒊪,,o0002309
http://www.wikidata.org/entity/Q87555736,"CUNEIFORM SIGN KA TIMES ME PLUS DU, U+12175",𒅵,"medu, meša",o0001598
http://www.wikidata.org/entity/Q87556943,"CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN, U+12433",𒐳,šargalmin,o0002682
http://www.wikidata.org/entity/Q87555684,"CUNEIFORM SIGN KA TIMES BAD, U+1215C",𒅜,"uh₄, uš₁₁",o0001613
http://www.wikidata.org/entity/Q87556360,"CUNEIFORM SIGN SHA3 TIMES BAD, U+122B0",𒊰,"habrud₃, habruda₃, nanam₂",o0002696
http://www.wikidata.org/entity/Q87555695,"CUNEIFORM SIGN KA TIMES GA, U+12162",𒅢,"sub, simₓ",o0001628
http://www.wikidata.org/entity/Q87555693,"CUNEIFORM SIGN KA TIMES ESH2, U+12161",𒅡,"ma₅, mu₃, sub₄",o0001622
http://www.wikidata.org/entity/Q87555757,"CUNEIFORM SIGN KA TIMES SAR, U+1217F, CUNEIFORM SIGN KA TIMES SAR (𒅗 × 𒊬)",𒅿,"mu₁₁, gukiri, ma₈",o0001655
http://www.wikidata.org/entity/Q87555236,"CUNEIFORM SIGN DIM2, U+12076, CUNEIFORM SIGN GIM",𒁶,"kim, gem, kem, gim, qim, dim₂, šidim, /šitlam/, dem₂, dima₂, diₓ, ge₁₈, gen₇, gi₁₈, gimi, gin₇, ke₅, ki₅, kin₈, mušda, mušdam, mušdama, šidi, šitalamₓ, šitim, tam₆, ṭem₂, ṭim₂",o0000143
http://www.wikidata.org/entity/Q87555237,"CUNEIFORM SIGN DIN, U+12077",𒁷,"din, tin, den, dini, kurun₂, dan₅, gurun₈, idinₓ, ṭen, ten₂, tim₃, ṭin",o0000144
http://www.wikidata.org/entity/Q87556368,"CUNEIFORM SIGN SHA3 TIMES U, U+122B5",𒊵,"habburudaₓ, habrud₄, habruda₄",o0002702
http://www.wikidata.org/entity/Q87555761,"CUNEIFORM SIGN KA TIMES SHE, U+12181",𒆁,"tukur₂, tukureₓ",o0001674
http://www.wikidata.org/entity/Q87555774,"CUNEIFORM SIGN KA TIMES UD, U+12189",𒆉,"emma, imma, immen, emmen, emmin, enmen, immin, si₁₉, za₆, zu₉",o0001662
http://www.wikidata.org/entity/Q87555248,"CUNEIFORM SIGN DU SHESHIG, U+1207D",𒁽,"kas₄, barim, ālik, gim₄, giri₅, girim₂, im₂, ka₇, kamaš, kaš₄, kim₄, lāsimu, parim, rim₄, kaku, gir₅",o0000152
http://www.wikidata.org/entity/Q87555772,"CUNEIFORM SIGN KA TIMES U2, U+12188",𒆈,"meleₓ, meliₓ, musug₅, tukur₃, usug₅, uzug₅",o0001668
http://www.wikidata.org/entity/Q87555709,"CUNEIFORM SIGN KA TIMES GISH PLUS SAR, U+12169",𒅩,gukri,o0001595
http://www.wikidata.org/entity/Q87555714,"CUNEIFORM SIGN KA TIMES GU, U+1216B",𒅫,,o0001635
http://www.wikidata.org/entity/Q87555779,"CUNEIFORM SIGN KA TIMES ZI, U+1218C",𒆌,guziₓ,o0001671
http://www.wikidata.org/entity/Q87555262,"CUNEIFORM SIGN DUN3, U+12085",𒂅,"du₅, du₅⁺, dug₅, dun₃, dun₃⁺, su₁₈, sug₅, ṭu, tu₁₈, tug₈, tun₃, tun₃⁺, tuna₃",o0000160
http://www.wikidata.org/entity/Q87555785,"Gáb, CUNEIFORM SIGN KAB, U+1218F",𒆏,"kab, kap, kapa, gab₂, gaba₂, gabu₂, gap₂, gub₃, gubu₃, qab₂, qap₂",o0000263
http://www.wikidata.org/entity/Q87555790,"CUNEIFORM SIGN KAD3, U+12191",𒆑,"gat₃, kad₃, kat₃, kata₃, kud₆, qat₇, šed₄",o0000266
http://www.wikidata.org/entity/Q87556397,"CUNEIFORM SIGN SHID TIMES A, U+122C4",𒋄,"elal, alal, umbisaŋ₂, alalmu, alamu, alaₓ, almu, bisag₃, bisan₃, bisaŋ₃, bizeg₃, bizem₃, hubhub, kirbanu, mezeg, mezem, mezeŋ, mizeg, mizem, pisag₃, pisan₃, pisaŋ₃, ubisag₂, umbisag₂",o0002743
http://www.wikidata.org/entity/Q87555271,"CUNEIFORM SIGN E, U+1208A",𒂊,"e, eki, eg₂, i₁₅, ig₂, yi₃",o0000166
http://www.wikidata.org/entity/Q87555467,"GAL, CUNEIFORM SIGN GAL, U+120F2",𒃲,"gale, gal, qal, gala₈, kal₂, rab₂, rap₂, ušumgalₓ",o0000194
http://www.wikidata.org/entity/Q87556419,"CUNEIFORM SIGN SHIM TIMES SAL, U+122D1",𒋑,"šemešal, šemmišla, šemšala, šimešal, šimeššal, šimmešla",o0002759
http://www.wikidata.org/entity/Q87555814,"CUNEIFORM SIGN KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U, U+1219E",𒆞,"šubtu₇, šubtum₇",o0000625
http://www.wikidata.org/entity/Q87556420,"CUNEIFORM SIGN SHINIG, U+122D2",𒋒,"šinig, šeneg",o0002839
http://www.wikidata.org/entity/Q87555295,"En (cuneiform), CUNEIFORM SIGN EN, U+12097",𒂗,"en, ena, enu, eni, adₓ, amₓ, in₄, ru₁₂, uru₁₆, urunₓ",o0000173
http://www.wikidata.org/entity/Q87555300,"CUNEIFORM SIGN EN TIMES ME, U+1209A",𒂚,"enme, ensi₃",o0001083
http://www.wikidata.org/entity/Q87556442,"CUNEIFORM SIGN SIG, U+122DD",𒋝,"sig, sik, seg, big, siga, piq, bek, pik, bik, siq, sek, epig, ipig, šag₆, šak₆, se₁₁, śe₂, šeg, šek, šeŋ, šeₓ, si₁₁, śi₃, ši₃, šig, šik, šiq, zig₂, zik₂, ziq₂",o0000527
http://www.wikidata.org/entity/Q87557054,"CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH, U+12461",𒑡,"1/6, f₅",o0000185
http://www.wikidata.org/entity/Q87555843,"CUNEIFORM SIGN KISIM5 OVER KISIM5, U+121A9",𒆩,gingira,o0001740
http://www.wikidata.org/entity/Q87556210,"Nu, CUNEIFORM SIGN NU, U+12261",𒉡,"nu, la₃, sarₓ, sir₅, šir₅, ul₂",o0000487
http://www.wikidata.org/entity/Q87555777,"CUNEIFORM SIGN KA TIMES USH, U+1218B",𒆋,"duriₓ, ugal",o0001667
http://www.wikidata.org/entity/Q87555846,"CUNEIFORM SIGN KU, U+121AA",𒆪,"ku, tuma, suš, tuš, dab₅, šed₆, bed₃, tukul, be₅, bet₃, bi₇, bid₃, bit₃, bu₇, bulₓ, daba₅, deb₂, dib₂, duš, gu₅, gud₇, guz₃, kud₃, kuz₃, nu₁₀, qu₂, sahₓ, še₁₀, ši₅, su₅, suh₅, sur₁₁, tibₓ, tukula, tum₅, ṭuš, tušu, ugu₄, zap₂",o0000289
http://www.wikidata.org/entity/Q87557046,"CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A, U+1245D",𒑝,f₁,o0000181
http://www.wikidata.org/entity/Q87555784,"CUNEIFORM SIGN KA2 CROSSING KA2, U+1218E",𒆎,,o0001677
http://www.wikidata.org/entity/Q87555331,"CUNEIFORM SIGN EZEN TIMES HA, U+120A9",𒂩,akšakₓ,o0001109
http://www.wikidata.org/entity/Q87555795,"CUNEIFORM SIGN KAD5 OVER KAD5, U+12194",𒆔,esirₓ,o0001571
http://www.wikidata.org/entity/Q87555799,"CUNEIFORM SIGN KAK TIMES IGI GUNU, U+12196",𒆖,,o0001575
http://www.wikidata.org/entity/Q87555802,"CUNEIFORM SIGN KAL TIMES BAD, U+12198",𒆘,alad,o0001578
http://www.wikidata.org/entity/Q87555340,"CUNEIFORM SIGN EZEN TIMES KU3, U+120AE",𒂮,"kišag, kisig, kisiga, silalₓ, udnimₓ",o0001112
http://www.wikidata.org/entity/Q87556475,"CUNEIFORM SIGN TA TIMES MI, U+122EE",𒋮,gansisₓ,o0002408
http://www.wikidata.org/entity/Q87555807,"CUNEIFORM SIGN KAM2, U+1219A",𒆚,"eriš₇, kam₂, udul₇, utul₇",o0000272
http://www.wikidata.org/entity/Q87555805,"CUNEIFORM SIGN KAL CROSSING KAL, U+12199",𒆙,"liri₇, liru₇, lirum₇",o0001576
http://www.wikidata.org/entity/Q87557088,"CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON, U+12473",𒑳,p₄,o0000508
http://www.wikidata.org/entity/Q87557094,"CUNEIFORM SIGN AB TIMES SHU2, U+12481",𒒁,,o0000756
http://www.wikidata.org/entity/Q87556489,"CUNEIFORM SIGN TAG TIMES SHU, U+122F7",𒋷,tibir₂,o0002401
http://www.wikidata.org/entity/Q87557082,"CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER, U+12470",𒑰,"/, p₁",o0000505
http://www.wikidata.org/entity/Q87557103,"CUNEIFORM SIGN BAHAR2 TIMES NI, U+12485",𒒅,,o0000899
http://www.wikidata.org/entity/Q87555894,"CUNEIFORM SIGN LAGAB TIMES AN, U+121BE",𒆾,ama₆,o0001799
http://www.wikidata.org/entity/Q87557104,"CUNEIFORM SIGN BAHAR2 TIMES ZA, U+12486",𒒆,,o0000900
http://www.wikidata.org/entity/Q87556501,"CUNEIFORM SIGN TIL, U+12300",𒌀,"tel, sun, til, suna, ug₇, uš₂, šum₄, sumun, šumun",o0000555
http://www.wikidata.org/entity/Q87555835,"CUNEIFORM SIGN KISAL, U+121A6",𒆦,"par4, kisal, bur₆, dag₄, lel₄, ŋepar",o0000284
http://www.wikidata.org/entity/Q87555896,"CUNEIFORM SIGN LAGAB TIMES ASH ZIDA TENU, U+121BF",𒆿,,o0001802
http://www.wikidata.org/entity/Q87557114,"CUNEIFORM SIGN DIM TIMES U U U, U+1248B",𒒋,,o0000975
http://www.wikidata.org/entity/Q87555903,"CUNEIFORM SIGN LAGAB TIMES EN, U+121C3",𒇃,"bara₅, para₅",o0001807
http://www.wikidata.org/entity/Q87555836,"CUNEIFORM SIGN KISH, U+121A7",𒆧,"kis, qis, kiš, keš, keše, kiṣ, kiše, kiši, qiš",o0000286
http://www.wikidata.org/entity/Q87555841,"CUNEIFORM SIGN KISIM5, U+121A8",𒆨,"kisim₅, kišim₅",o0000285
http://www.wikidata.org/entity/Q87556088,"Ma, CUNEIFORM SIGN MA, U+12220",𒈠,"ma, peš₃, pešše, wa₆",o0000444
http://www.wikidata.org/entity/Q87555911,"CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD, U+121C7",𒇇,"ua, lahar, šurum, ganam₄, us₅, šurun, šuru, gana₄, gayayu, lahraₓ, lahru, lahrum, šerba, šurim, u₈, uz₅",o0001778
http://www.wikidata.org/entity/Q87555390,"CUNEIFORM SIGN GA2 TIMES EN, U+120C9",𒃉,,o0001299
http://www.wikidata.org/entity/Q87556520,"CUNEIFORM SIGN TUR OVER TUR ZA OVER ZA, U+1230A",𒌊,"zizna, zazana, zazna, zezna, zizₓ",o0002431
http://www.wikidata.org/entity/Q87555919,"CUNEIFORM SIGN LAGAB TIMES IGI GUNU, U+121CB",𒇋,"šara₂, agar₂, bara₇, immaₓ, para₇",o0001817
http://www.wikidata.org/entity/Q87555393,"CUNEIFORM SIGN GA2 TIMES EN TIMES GAN2 TENU, U+120CA",𒃊,"esibir, gasibir, ŋasibir",o0001300
http://www.wikidata.org/entity/Q87557128,"CUNEIFORM SIGN DUG TIMES GA, U+12493",𒒓,,o0001015
http://www.wikidata.org/entity/Q87557129,"CUNEIFORM SIGN DUG TIMES GI, U+12494",𒒔,,o0001017
http://www.wikidata.org/entity/Q87555853,"CUNEIFORM SIGN KU4, U+121AD",𒆭,"kur₉, ku₄",o0000297
http://www.wikidata.org/entity/Q87557132,"CUNEIFORM SIGN DUG TIMES HA, U+12497",𒒗,,o0001019
http://www.wikidata.org/entity/Q87557116,"CUNEIFORM SIGN DIM2 TIMES UD, U+1248C",𒒌,mašgurₓ,o0000979
http://www.wikidata.org/entity/Q87555860,"CUNEIFORM SIGN KUL, U+121B0, CUNEIFORM SIGN NUMUN",𒆰,"kul, zer, ziri, kulu, kula, qul, zir, numun, gu₉, gul₂, ku₉, nu₅, numu, nuŋun, šabalbal, til₈, zar₄, zaraₓ",o0000291
http://www.wikidata.org/entity/Q87557122,"CUNEIFORM SIGN DUG TIMES ASH AT LEFT, U+1248F",𒒏,,o0001010
http://www.wikidata.org/entity/Q87555931,"CUNEIFORM SIGN LAGAB TIMES KIN, U+121D0",𒇐,"ablalₓ, gukin, udda",o0001819
http://www.wikidata.org/entity/Q87555865,"CUNEIFORM SIGN KUN, U+121B2",𒆲,"qun, kunu, kun, ku₁₄, kuŋ₂",o0000293
http://www.wikidata.org/entity/Q87557125,"CUNEIFORM SIGN DUG TIMES DUN, U+12491",𒒑,,o0001013
http://www.wikidata.org/entity/Q87555942,"CUNEIFORM SIGN LAGAB TIMES LISH, U+121D5",𒇕,gigir₃,o0001801
http://www.wikidata.org/entity/Q87555940,"CUNEIFORM SIGN LAGAB TIMES LAGAB, U+121D4, NIGIN",𒇔,,o0001823
http://www.wikidata.org/entity/Q87557158,"CUNEIFORM SIGN DUG TIMES NI, U+124A5",𒒥,,o0001030
