cuneichar,cuneicharAltLabel,cuneicharLabel,phoneticValues,oslIDs
http://www.wikidata.org/entity/Q87555881,"CUNEIFORM SIGN LAGAB TIMES A, U+121B9, CUNEIFORM SIGN SUG",𒆹,"sug, suq, suk, bunin, ambar, ambara, ašte₂, aya₄, zuk, zug, a₉, abbar, abbaraₓ, ablal₂, aia₄, anbar, as₄, aslum, aʾa₃, bugin, bugin₂, bugin₃, bunin₂, bunin₃, buninₓ, buniŋ, buniŋ₂, buniŋₓ, elamkuš₄, ellamkuš₄, engurₓ, gunin₂, kunin₂, nammaₓ, nammuₓ, puginₓ, sugiₓ, šuk₃, umun₁₁, zikumₓ, zuq",o0001800
http://www.wikidata.org/entity/Q87557164,"CUNEIFORM SIGN DUG TIMES SI GUNU, U+124A8",𒒨,,o0001032
http://www.wikidata.org/entity/Q87556570,"CUNEIFORM SIGN UMBIN, U+12322",𒌢,umbin,o0000572
http://www.wikidata.org/entity/Q87556568,"CUNEIFORM SIGN UM TIMES U, U+12321",𒌡,"samag₃, sumug₃",o0002534
http://www.wikidata.org/entity/Q87556575,"CUNEIFORM SIGN UMUM TIMES KASKAL, U+12324",𒌤,"mum, siu, de₂, abzuₓ, da₉, di₈, dim₆, du₁₉, mun₂, ninagal, si₇, ṭe₅",o0000138
http://www.wikidata.org/entity/Q87555967,"CUNEIFORM SIGN LAGAB TIMES TAG, U+121E2",𒇢,"sidugaₓ, sidugga₃",o000183
http://www.wikidata.org/entity/Q87557176,"CUNEIFORM SIGN EZEN SHESHIG TIMES HI, U+124AE",𒒮,,o0001092
http://www.wikidata.org/entity/Q87556145,"na, CUNEIFORM SIGN NA, U+1223E",𒈾,"na, aniku, ne₆, nu₈",o0000469
http://www.wikidata.org/entity/Q87557162,"CUNEIFORM SIGN DUG TIMES SHE, U+124A7",𒒧,,o0001033
http://www.wikidata.org/entity/Q87555447,"CUNEIFORM SIGN GA2 TIMES SUM, U+120E8",𒃨,gazi₂,o0001324
http://www.wikidata.org/entity/Q87556577,"CUNEIFORM SIGN UMUM TIMES PA, U+12325",𒌥,deₓ,o0002530
http://www.wikidata.org/entity/Q87557166,"CUNEIFORM SIGN E2 TIMES KUR, U+124A9",𒒩,,o0001157
http://www.wikidata.org/entity/Q87557187,"CUNEIFORM SIGN EZEN SHESHIG TIMES SU, U+124B4",𒒴,,o0001098
http://www.wikidata.org/entity/Q87557190,"CUNEIFORM SIGN GA2 TIMES BAHAR2, U+124B6",𒒶,,o0001289
http://www.wikidata.org/entity/Q87557168,"CUNEIFORM SIGN E2 TIMES PAP, U+124AA",𒒪,,o0001159
http://www.wikidata.org/entity/Q87557174,"CUNEIFORM SIGN EZEN SHESHIG TIMES ASH, U+124AD",𒒭,"erin₂+x, tidnumₓ",o0001091
http://www.wikidata.org/entity/Q87556594,"CUNEIFORM SIGN UR2 TIMES A PLUS NA, U+1232D",𒌭,,o0002584
http://www.wikidata.org/entity/Q87555984,"CUNEIFORM SIGN LAGAB SQUARED, U+121EB",𒇫,"buru₁₇, guru₂₂, gurun₄",o0000650
http://www.wikidata.org/entity/Q87557180,"CUNEIFORM SIGN EZEN SHESHIG TIMES LA, U+124B0",𒒰,,o0001095
http://www.wikidata.org/entity/Q87556596,"CUNEIFORM SIGN UR2 TIMES AL, U+1232E",𒌮,šuhuš₂,o0002588
http://www.wikidata.org/entity/Q87557184,"CUNEIFORM SIGN EZEN SHESHIG TIMES MES, U+124B3",𒒳,,o0001096
http://www.wikidata.org/entity/Q87555998,"CUNEIFORM SIGN LAL, U+121F2",𒇲,"lal, la₂, luₓ, sur₅, suru₅, šurₓ, zur₅, zuru₅",o0000422
http://www.wikidata.org/entity/Q87556614,"CUNEIFORM SIGN URI3, U+12336",𒌶,"urin, uri₃, urimₓ, uru₃, urun",o0000581
http://www.wikidata.org/entity/Q87556007,"CUNEIFORM SIGN LI, U+121F7",𒇷,"li, le, en₃, gub₂, gup₂, ni₈, nu₉",o0000425
http://www.wikidata.org/entity/Q87557203,"CUNEIFORM SIGN GA2 TIMES GAR PLUS DI, U+124BC",𒒼,,o0001258
http://www.wikidata.org/entity/Q87555944,"CUNEIFORM SIGN LAGAB TIMES LU, U+121D6",𒇖,"akkan₃, akan₃, elamkuš₂, ellamkuš₂",o0001828
http://www.wikidata.org/entity/Q87557207,"CUNEIFORM SIGN GA2 TIMES HA PLUS A, U+124BE",𒒾,,o0001246
http://www.wikidata.org/entity/Q87556623,"CUNEIFORM SIGN URU TIMES BAR, U+1233A, CUNEIFORM SIGN UKKIN",𒌺,"unkin, unken, barimₓ, kin₅, ukken, ukkin, unkinₓ",o0002555
http://www.wikidata.org/entity/Q87556012,"CUNEIFORM SIGN LISH, U+121FA",𒇺,"lis, liz, dili₂, liš, dilim₂, del₂, li₁₂, lih₄, mal₄",o0000431
http://www.wikidata.org/entity/Q87556626,"CUNEIFORM SIGN URU TIMES DUN, U+1233B",𒌻,,o0002557
http://www.wikidata.org/entity/Q87557230,"CUNEIFORM SIGN GABA ROTATED NINETY DEGREES, U+124C9",𒓉,,o0000191
http://www.wikidata.org/entity/Q87556629,"CUNEIFORM SIGN URU TIMES GAL, U+1233D",𒌽,"araliₓ, urugalₓ",o0002560
http://www.wikidata.org/entity/Q87555504,"CUNEIFORM SIGN GI4 OVER GI4, U+12105",𒄅,kilₓ,o0001409
http://www.wikidata.org/entity/Q87557243,"CUNEIFORM SIGN KA TIMES BU, U+124D0",𒓐,,o0001617
http://www.wikidata.org/entity/Q87555965,"CUNEIFORM SIGN LAGAB TIMES SUM, U+121E1, CUNEIFORM SIGN ZAR",𒇡,"zara, zar, bul₅, bu₁₄, buru₁₆, ṣar, sar₆, ṣara, šerim₂, sur₈, zal₂, zarih, zarim, zur₄",o0001832
http://www.wikidata.org/entity/Q87557247,"CUNEIFORM SIGN KA TIMES U U U, U+124D2",𒓒,,o0001605
http://www.wikidata.org/entity/Q87556655,"CUNEIFORM SIGN URU TIMES SHE, U+12349",𒍉,"šegₓ, šigₓ",o0002579
http://www.wikidata.org/entity/Q87555990,"CUNEIFORM SIGN LAGAR GUNU, U+121EF, CUNEIFORM SIGN DU6",𒇯,"du₆, dul₆, til₂, tu₂₁, ṭul₃, tul₅",o0000308
http://www.wikidata.org/entity/Q87557264,"CUNEIFORM SIGN LAK-062, U+124DB",𒓛,,o0002456
http://www.wikidata.org/entity/Q87557106,"CUNEIFORM SIGN BU OVER BU TIMES NA2, U+12487",𒒇,,o0000622
http://www.wikidata.org/entity/Q87555996,"CUNEIFORM SIGN LAHSHU, U+121F1",𒇱,lahšu,o0000309
http://www.wikidata.org/entity/Q87555542,"CUNEIFORM SIGN GU, U+12116",𒄖,"gu, gumₓ, ku₈, qu₃",o0000221
http://www.wikidata.org/entity/Q87557256,"CUNEIFORM SIGN LAK-021, U+124D6",𒓖,,o0000322
http://www.wikidata.org/entity/Q87555544,"CUNEIFORM SIGN GU CROSSING GU, U+12117",𒄗,"zih, sah₄, sih₅, suh₃",o0001412
http://www.wikidata.org/entity/Q87557284,"CUNEIFORM SIGN LAK-220, U+124E4",𒓤,,o0000327
http://www.wikidata.org/entity/Q87555552,"CUNEIFORM SIGN GU2 TIMES NUN, U+1211B",𒄛,"usan, munsub₃, musub₃, sub₃, ušen, usian",o0001433
http://www.wikidata.org/entity/Q87557273,"CUNEIFORM SIGN LAK-092, U+124DF",𒓟,,o0000421
http://www.wikidata.org/entity/Q87556695,"CUNEIFORM SIGN UZ3 TIMES KASKAL, U+1235B",𒍛,"gablumₓ, meₓ, qablu",o0002602
http://www.wikidata.org/entity/Q87557276,"CUNEIFORM SIGN LAK-142, U+124E1",𒓡,,o0000316
http://www.wikidata.org/entity/Q87556020,"CUNEIFORM SIGN LU2 TIMES AL, U+121FE",𒇾,dubal₅,o0001964
http://www.wikidata.org/entity/Q87555571,"CUNEIFORM SIGN GUM TIMES SHE, U+12124",𒄤,"gaza, gas, gaz, kaz, gaṣ, kas₃, kaṣ₃, kaš₆, kazba, nag₃, naga₃, naŋ₃, naŋa₃",o0001424
http://www.wikidata.org/entity/Q87557305,"CUNEIFORM SIGN LAK-384, U+124EE, CUNEIFORM SIGN SHITA GUNU",𒓮,,o0002477
http://www.wikidata.org/entity/Q87557143,"CUNEIFORM SIGN DUG TIMES KUSHU2 PLUS KASKAL, U+1249D",𒒝,,o0001006
http://www.wikidata.org/entity/Q87555575,"CUNEIFORM SIGN GUR7, U+12126",𒄦,"guru₇, gur₇, kara₆, kuru₁₃",o0000229
http://www.wikidata.org/entity/Q87555579,"CUNEIFORM SIGN GURUSH, U+12128",𒄨,"guruš, gireš₂, giriš₂, murušₓ, ŋereš₂, ŋuruš",o0000228
http://www.wikidata.org/entity/Q87556708,"CUNEIFORM SIGN ZAMX, U+12361, CUNEIFORM SIGN ELLES396",𒍡,"zam, zamₓ",o0000172
http://www.wikidata.org/entity/Q87556036,"CUNEIFORM SIGN LU2 TIMES KAD2, U+12205",𒈅,"dubal₃, dubal₄",o0001977
http://www.wikidata.org/entity/Q87557299,"CUNEIFORM SIGN LAK-347, U+124EB",𒓫,,o0000356
http://www.wikidata.org/entity/Q87556715,"CUNEIFORM SIGN ZI OVER ZI, U+12364",𒍤,,o0002660
http://www.wikidata.org/entity/Q87556712,"Zi, CUNEIFORM SIGN ZI, U+12363",𒍣,"zid, ze, zi, zig₃, se₂, ṣe₂, si₂, ṣi₂",o0000609
http://www.wikidata.org/entity/Q87557323,"CUNEIFORM SIGN LAK-450, U+124F7",𒓷,,o0002152
http://www.wikidata.org/entity/Q87555588,"hal, CUNEIFORM SIGN HAL, U+1212C",𒄬,"hal, hala, bur₈, buru₈, buluh, buruh",o0000236
http://www.wikidata.org/entity/Q87556051,"CUNEIFORM SIGN LU2 TIMES NU, U+1220D",𒈍,,o0001982
http://www.wikidata.org/entity/Q87556112,"Mu, CUNEIFORM SIGN MU, U+1222C",𒈬,"mu, mehida, muhaldim, gu₁₀, i₁₄, ia₅, mehidi, mehidu, muhaldima, ŋu₁₀, šad₂, šu₁₀, suh₇, šum₃, šumu, tah₃, tuh₃, wu₄",o0000457
http://www.wikidata.org/entity/Q87555594,"CUNEIFORM SIGN HI TIMES ASH2, U+1212F, Mur (cuneiform)",𒄯,"mur, hara, huru, hur, har, ur₅, kin₂, sagbar, saggar₂, ara₃, muru, ar₃, endibdim, ga₁₁, gadibdim, gin₈, gu₁₃, gudibdim, gur₁₄, hir₂, hu₄, ir₅, ken₂, kikken, kikkin, kinkin, mar₆, murum, saŋŋar₂, ura₅",o0001452
http://www.wikidata.org/entity/Q87555592,"CUNEIFORM SIGN HI TIMES ASH, U+1212E",𒄮,"kaz₈, mul₃, zinanutu, kazaza, muš₄, sur₃, uš₁₇, ušša, ziz₃",o0001447
http://www.wikidata.org/entity/Q87557309,"CUNEIFORM SIGN LAK-441, U+124F0",𒓰,,o0000373
http://www.wikidata.org/entity/Q87556053,"CUNEIFORM SIGN LU2 TIMES SI PLUS ASH, U+1220E",𒈎,zanabal₃,o0001962
http://www.wikidata.org/entity/Q87556127,"CUNEIFORM SIGN MUSH TIMES KUR, U+12234",𒈴,,o0002033
http://www.wikidata.org/entity/Q87557322,"CUNEIFORM SIGN LAK-449 TIMES U2 PLUS BA, U+124F6",𒓶,,o0001856
http://www.wikidata.org/entity/Q87557327,"CUNEIFORM SIGN LAK-470, U+124F9",𒓹,,o0000380
http://www.wikidata.org/entity/Q87556134,"CUNEIFORM SIGN MUSH CROSSING MUSH, U+12238",𒈸,"kunigara₄, mušdama₂, muškuₓ, mušₓ, re₈, ri₈, rin₄",o0002021
http://www.wikidata.org/entity/Q87556743,"CUNEIFORM SIGN AMAR TIMES KUG, U+12372",𒍲,,o0032013
http://www.wikidata.org/entity/Q87557182,"CUNEIFORM SIGN EZEN SHESHIG TIMES ME, U+124B2",𒒲,,o0001097
http://www.wikidata.org/entity/Q87556138,"CUNEIFORM SIGN MUSH3 TIMES A, U+1223A",𒈺,,o0002040
http://www.wikidata.org/entity/Q87556139,"CUNEIFORM SIGN MUSH3 TIMES A PLUS DI, U+1223B",𒈻,,o0002040
http://www.wikidata.org/entity/Q87555618,"CUNEIFORM SIGN HUB2 TIMES HAL, U+1213A",𒄺,,o0001474
http://www.wikidata.org/entity/Q87555616,"CUNEIFORM SIGN HUB2 TIMES AN, U+12139",𒄹,,o0001473
http://www.wikidata.org/entity/Q87556426,"CUNEIFORM SIGN NU11 OVER NU11 BUR OVER BUR, CUNEIFORM SIGN SHIR OVER SHIR BUR OVER BUR, U+122D5",𒋕,numma,o0002163
http://www.wikidata.org/entity/Q87556427,"CUNEIFORM SIGN SHITA, U+122D6",𒋖,"lidda, šita, ešda₃, nuₓ",o0002842
http://www.wikidata.org/entity/Q87556365,"CUNEIFORM SIGN SHA3 TIMES SHU2, U+122B3",𒊳,"gudu₅, ša₂₆",o0002703
http://www.wikidata.org/entity/Q87557041,"CUNEIFORM NUMERIC SIGN ONE THIRD DISH, U+1245A",𒑚,"1/3, šušana, 1/3(diš), šudaₓ, šuššanₓ",o0002849
http://www.wikidata.org/entity/Q87556439,"CUNEIFORM SIGN SI GUNU, U+122DC",𒋜,"gunuₓ, sa₁₁, śi₂, si₄, śu₂, su₄, usan₄",o000052
http://www.wikidata.org/entity/Q87556372,"CUNEIFORM SIGN SHA6, U+122B7",𒊷,"ŋešnimbar, sag₉, a₁₀, gešimmar, gešnimbar, gišimmar, gišnimbar, had₃, hud₄, nimbar, ŋešimmar, ŋešninbar, ŋišimmar, ŋišnimbar, pa₉, sa₆, ša₆, šag₅, seg₆, sig₆",o0002829
http://www.wikidata.org/entity/Q87556449,"Qa, CUNEIFORM SIGN SILA3, U+122E1",𒋡,"qa, ga₅, ka₄, qû, šal₂, sal₄, sala₄, sil₃, sila₃",o0000530
http://www.wikidata.org/entity/Q87556391,"CUNEIFORM SIGN SHESH2, U+122C1",𒋁,"še₈, šeš₂, šiš₂",o0002836
http://www.wikidata.org/entity/Q87556452,"CUNEIFORM SIGN SU OVER SU, U+122E3",𒋣,e₆,o0002367
http://www.wikidata.org/entity/Q87555934,"CUNEIFORM SIGN LAGAB TIMES KU3, U+121D1",𒇑,"garin, garim, tarim, ŋarim, dagrim, dagrin, ŋarin, tagrimₓ, tagrinₓ",o0001822
http://www.wikidata.org/entity/Q87556395,"CUNEIFORM SIGN SHID, U+122C3",𒋃,"sangu, lag, sanga, laq, zadri, silag, silaŋ, nesaŋ₂, aka₃, šub₆, šudum, tu₁₄, dilib, umbisag, umbisaŋ, dim₁₂, ag₃, ak₃, alal₂, alamu₂, almu₂, aŋ₃, bisag₂, bisan₂, bisaŋ₂, elal₂, gir₁₃, giri₁₃, gud₉, ka₉, kas₇, kid₄, kirban, kiri₈, la₁₀, lik₂, liq₂, mer₄, nesag₂, nisag₂, nisaŋ₂, pa₈, pisag₂, pisan₂, pisaŋ₂, sag₅, sagga, šanga, saŋ₅, saŋa₈, saŋŋa, še₁₄, šed, šet, šid, sid₂, sila₁₁, silaₓ, sinₓ, šit, šiṭ, sit₂, šita₅, šiti, šitim₂, subₓ, šud₄, šutum₃, te₆, tuba₃, ubisag, uttu₂, uṭu₂, zadra, zadru, zandar, zandara",o0002837
http://www.wikidata.org/entity/Q87555938,"CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A, U+121D3",𒇓,"esirhia, esirha",o0001783
http://www.wikidata.org/entity/Q87556400,"CUNEIFORM SIGN SHIM, U+122C6",𒋆,"rik, sem, lunga, sim, reg, req, riq, siris, šim, bappir₂, mud₅, asila₂, asilal₂, asilla₂, babir₂, bappira₂, lumgi, mulugₓ, ningi, nugₓ, nungi, rek, rig, šem, šembi₂, šembizi, šembizid, ši₆, šimbi₂, šimbizi, siraš, siriš, su₂₀",o0002838
http://www.wikidata.org/entity/Q87556407,"CUNEIFORM SIGN SHIM TIMES DIN, U+122CA",𒋊,nug₂,o0002751
http://www.wikidata.org/entity/Q87556477,"CUNEIFORM SIGN TA GUNU, U+122EF",𒋯,"gansis, ganzerₓ, kabta",o0000542
http://www.wikidata.org/entity/Q87555494,"CUNEIFORM SIGN GI, U+12100",𒄀,"gi, ge, ešša₃, gen₆, gin₆, ke₂, ki₂, qan₂, qe₃, qi₃, seg₁₇, si₂₂, sig₁₇, sissiₓ, tar₅, taru₅",o0000210
http://www.wikidata.org/entity/Q87556079,"CUNEIFORM SIGN LUH, U+1221B",𒈛,"nah, rah, ruh, luh, sukkal, huluh, lah₃, laha₃, lih₃, luhu, rih, subur₂, sugal₇, sukal, šukal, šukkal",o0000436
http://www.wikidata.org/entity/Q87556748,"CUNEIFORM SIGN DAG3, U+12374",𒍴,,o0032005
http://www.wikidata.org/entity/Q87557188,"CUNEIFORM SIGN EZEN TIMES SU, U+124B5",𒒵,,o0001117
http://www.wikidata.org/entity/Q87557362,"CUNEIFORM SIGN LAK-617 TIMES URUDA, U+1250B",𒔋,"kidₓ, takaₓ",o0001873
http://www.wikidata.org/entity/Q87555624,"CUNEIFORM SIGN HUB2 TIMES UD, U+1213D",𒄽,"hub, tun, hup, tahta, qup₂, tahtu, tu₁₀",o0001477
http://www.wikidata.org/entity/Q87556087,"CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR, U+1221F",𒈟,lugud₃,o0001924
http://www.wikidata.org/entity/Q87556151,"CUNEIFORM SIGN NAGA TIMES SHU TENU, U+12242",𒉂,tu₂₃,o0002057
http://www.wikidata.org/entity/Q87556148,"CUNEIFORM SIGN NAGA, U+12240, NIDABA, SHE.NAGA",𒉀,"naga, nama, ereš₂, eriš₂, hilib₂, nak₂, nanga₆, naŋa, nidaba₂, nisaba₂, te₃, teme, tu₂₂, uhul",o0000470
http://www.wikidata.org/entity/Q87557370,"CUNEIFORM SIGN LAK-648 TIMES DUB, U+1250E",𒔎,"garig₂, garig₃",o0001877
http://www.wikidata.org/entity/Q87557201,"CUNEIFORM SIGN GA2 TIMES GA, U+124BB",𒒻,,o0001304
http://www.wikidata.org/entity/Q87556771,"CUNEIFORM SIGN KA TIMES ASH3, U+1237F",𒍿,,o0001608
http://www.wikidata.org/entity/Q87557205,"CUNEIFORM SIGN GA2 TIMES GAR PLUS NE, U+124BD",𒒽,,o0001259
http://www.wikidata.org/entity/Q87557353,"CUNEIFORM SIGN LAK-617 TIMES TAR, U+12507",𒔇,,o0001870
http://www.wikidata.org/entity/Q87557358,"CUNEIFORM SIGN LAK-617 TIMES U2, U+12509",𒔉,tugₓ,o0001874
http://www.wikidata.org/entity/Q87557373,"CUNEIFORM SIGN LAK-648 TIMES IGI, U+12510",𒔐,,o0002566
http://www.wikidata.org/entity/Q87556171,"Ni, CUNEIFORM SIGN NI, U+1224C",𒉌,"diq, ni, dig, zal, dik, digi, zala, suš₂, i₃, zanga, mu₅, be₃, bu₁₆, gamar, gub₄, gur₁₃, haₓ, ia₃, iliₓ, le₂, li₂, lid₂, ne₂, ṣal, sal₃, šal₃, šaman, šamnu, sar₃, šar₈, sul₂, tik₂, tiq₂, u₂₄, ya₃, zagga, zalli, zaŋa, zar₂, ʾa₅",o0000479
http://www.wikidata.org/entity/Q87557383,"CUNEIFORM SIGN LAK-648 TIMES SHESH PLUS KI, U+12514",𒔔,,o0001876
http://www.wikidata.org/entity/Q87556777,"CUNEIFORM SIGN KA TIMES HI TIMES ASH2, U+12382",𒎂,,o0001636
http://www.wikidata.org/entity/Q87556780,"CUNEIFORM SIGN KA TIMES LUM, U+12383",𒎃,zuguz,o0001646
http://www.wikidata.org/entity/Q87557390,"CUNEIFORM SIGN LAK-749, U+12518",𒔘,,o0000415
http://www.wikidata.org/entity/Q87557224,"CUNEIFORM SIGN GA2 TIMES NE PLUS GI, U+124C6",𒓆,,o0001273
http://www.wikidata.org/entity/Q87556183,"CUNEIFORM SIGN NINDA2, U+12252",𒉒,"gur₉, inda, nida₂, ninda₂, ugu₇",o0000483
http://www.wikidata.org/entity/Q87556181,"CUNEIFORM SIGN NIM TIMES GAR PLUS GAN2 TENU, U+12251",𒉑,"kir₇, tum₁₁",o0002080
http://www.wikidata.org/entity/Q87557379,"CUNEIFORM SIGN LAK-648 TIMES NI, U+12512",𒔒,,o0001882
http://www.wikidata.org/entity/Q87556122,"CUNEIFORM SIGN MUSH, U+12232",𒈲,"mus, muz, šer₁₀, muṣ, imdudu, irhan, muš, nerah, nirah, sahan, šahan₂, ṣer, šerah, ṣir, šir₁₀, ṣur₂, uludi, uluki, wuš, zer₃, zir₃",o0000463
http://www.wikidata.org/entity/Q87557377,"CUNEIFORM SIGN LAK-648 TIMES IGI GUNU, U+12511",𒔑,,o0001879
http://www.wikidata.org/entity/Q87557232,"CUNEIFORM SIGN GESHTIN TIMES U, U+124CA",𒓊,"gazi, gazaₓ",o0001334
http://www.wikidata.org/entity/Q87557404,"CUNEIFORM SIGN MI PLUS ZA7, U+1251F",𒔟,,o0002015
http://www.wikidata.org/entity/Q87556800,"CUNEIFORM SIGN MUSH3 TIMES ZA, U+1238D",𒎍,,o0002639
http://www.wikidata.org/entity/Q87556805,"CUNEIFORM SIGN NIN, U+1238F",𒎏,,o0002323
http://www.wikidata.org/entity/Q87556811,"CUNEIFORM SIGN NINDA2 TIMES GI, U+12392",𒎒,,o0023070
http://www.wikidata.org/entity/Q87557245,"CUNEIFORM SIGN KA TIMES KA, U+124D1, CUNEIFORM SIGN ASAR, CUNEIFORM SIGN SILIG",𒓑,,o0001640
http://www.wikidata.org/entity/Q87555686,"CUNEIFORM SIGN KA TIMES BALAG, U+1215D",𒅝,"gudiddi, še₂₆, šed₁₅, šeg₁₁, si₁₈, šidₓ",o0001614
http://www.wikidata.org/entity/Q87557423,"CUNEIFORM SIGN NINDA2 TIMES MASH, U+12528",𒔨,,o0002107
http://www.wikidata.org/entity/Q87557258,"CUNEIFORM SIGN LAK-025, U+124D7",𒓗,,o0000338
http://www.wikidata.org/entity/Q87555688,"CUNEIFORM SIGN KA TIMES BAR, U+1215E",𒅞,,o0002555
http://www.wikidata.org/entity/Q87557410,"CUNEIFORM SIGN NINDA2 TIMES DIM GUNU, U+12522",𒔢,"ereₓ, erₓ",o0002098
http://www.wikidata.org/entity/Q87556824,"CUNEIFORM SIGN UM TIMES ME, U+12398",𒎘,,o0028066
http://www.wikidata.org/entity/Q87556220,"CUNEIFORM SIGN NUN LAGAR TIMES SAL OVER NUN LAGAR TIMES SAL, U+12267",𒉧,akarₓ,o0000630
http://www.wikidata.org/entity/Q87555702,"CUNEIFORM SIGN KA TIMES GAR PLUS SHA3 PLUS A, U+12166",𒅦,,o0001594
http://www.wikidata.org/entity/Q87556227,"CUNEIFORM SIGN NUN CROSSING NUN, U+1226B",𒉫,"eribura, adamen₄, adamin₄, iribura, liri₆, liru₆, lirum₆, šed₃, šeššed, šid₃, urgilim",o0002122
http://www.wikidata.org/entity/Q87556160,"CUNEIFORM SIGN NAM, U+12246",𒉆,"nam, bir₅, biₓ, na₇, pir₆, šam₄, šen₃, si₁₃, śim₂, šim₂, sin₂",o0000474
http://www.wikidata.org/entity/Q87556224,"CUNEIFORM SIGN NUN TENU, U+12269",𒉩,"agargara, aŋarŋara, garₓ, nappilu",o0000489
http://www.wikidata.org/entity/Q87556840,"CUNEIFORM NUMERIC SIGN SIX ASH, U+12404",𒐑,"6(bur₃), 6(u)",o0000059
http://www.wikidata.org/entity/Q87557280,"CUNEIFORM SIGN LAK-219, U+124E3",𒓣,,o0000326
http://www.wikidata.org/entity/Q87555718,"CUNEIFORM SIGN KA TIMES IGI, U+1216D",𒅭,,o0002566
http://www.wikidata.org/entity/Q87556173,"CUNEIFORM SIGN NI TIMES E, U+1224D",𒉍,,o0002120
http://www.wikidata.org/entity/Q87556179,"CUNEIFORM SIGN NIM TIMES GAN2 TENU, U+12250",𒉐,"kir₁₇, kuₓ, tu₂₅, tum₃, tumu₃",o0002081
http://www.wikidata.org/entity/Q87557438,"CUNEIFORM SIGN SAG TIMES SHE AT LEFT, U+1252F",𒔯,,o0001673
http://www.wikidata.org/entity/Q87556853,"CUNEIFORM NUMERIC SIGN SIX DISH, U+1240B",𒐑,"6(bur₃), 6(u)",o0000062
http://www.wikidata.org/entity/Q87556246,"CUNEIFORM SIGN NUNUZ AB2 TIMES LA, U+12274",𒉴,"lahtan, lahtaₓ",o0002152
http://www.wikidata.org/entity/Q87555727,"CUNEIFORM SIGN KA TIMES KID, U+12171",𒅱,"sulₓ, sunₓ",o0001641
http://www.wikidata.org/entity/Q87557292,"CUNEIFORM SIGN LAK-238, U+124E7",𒓧,uruh,o0000332
http://www.wikidata.org/entity/Q87557293,"CUNEIFORM SIGN LAK-265, U+124E8",𒓨,,o0000342
http://www.wikidata.org/entity/Q87556865,"CUNEIFORM NUMERIC SIGN SIX U, U+12411",𒐑,"6(bur₃), 6(u)",o0000064
http://www.wikidata.org/entity/Q87557448,"CUNEIFORM SIGN SHE PLUS HUB2, U+12533",𒔳,,o0000634
http://www.wikidata.org/entity/Q87557471,"CUNEIFORM SIGN URU TIMES DARA3, U+1253E",𒔾,tumₓ,o0002556
http://www.wikidata.org/entity/Q87556195,"CUNEIFORM SIGN NINDA2 TIMES NUN, U+12259",𒉙,nindaₓ,o0002111
http://www.wikidata.org/entity/Q87557307,"CUNEIFORM SIGN LAK-390, U+124EF",𒓯,,o0000368
http://www.wikidata.org/entity/Q87557455,"CUNEIFORM SIGN SHU2 PLUS DUG TIMES NI, U+12536",𒔶,,o0002815
http://www.wikidata.org/entity/Q87555742,"CUNEIFORM SIGN KA TIMES MI, U+12178",𒅸,,o0002282
http://www.wikidata.org/entity/Q87556882,"CUNEIFORM NUMERIC SIGN SIX GESH2, U+1241A",𒐑,"6(bur₃), 6(u)",o0000063
http://www.wikidata.org/entity/Q87556204,"CUNEIFORM SIGN NINDA2 TIMES U2 PLUS ASH, U+1225E",𒉞,"ugudil, muru₁₁, murum₁₁, ubudil, ubudili, ugu₇-dil, ugudili, ur₇, uru₆, urum, ušbar₆, ušbur₆",o0002088
http://www.wikidata.org/entity/Q87556211,"CUNEIFORM SIGN NU11, U+12262",𒉢,"duri, pil₆, enšab, gešnu, gišnu, nu₁₁, numₓ, nurₓ, sakarₓ",o0000491
http://www.wikidata.org/entity/Q87557468,"CUNEIFORM SIGN UR2 INVERTED, U+1253C",𒔼,giriₓ,o0000587
http://www.wikidata.org/entity/Q87556218,"CUNEIFORM SIGN NUN LAGAR TIMES SAL, U+12266",𒉦,"šilam, immal₂, uš₅, uš₆, arhus₂, arhuš₂, arhuš₃, immal, šalam₂, šallam, šallam₂, šilam₂, šilaₓ",o0002129
http://www.wikidata.org/entity/Q87555756,"CUNEIFORM SIGN KA TIMES SA, U+1217E",𒅾,"dunₓ, mangaga, su₆, sul₃, sum₄, sun₄",o0001656
http://www.wikidata.org/entity/Q87555763,"CUNEIFORM SIGN KA TIMES SHU, U+12183",𒆃,"šud₃, šiₓ, šu₁₂, šude₃, šudu₃, šušudi",o0001676
http://www.wikidata.org/entity/Q87555764,"CUNEIFORM SIGN KA TIMES SIG, U+12184",𒆄,emesig,o0001657
http://www.wikidata.org/entity/Q87555770,"CUNEIFORM SIGN KA TIMES U, U+12187",𒆇,,o0001666
http://www.wikidata.org/entity/Q87557342,"CUNEIFORM SIGN LAK-617, U+12501",𒔁,,o0000403
http://www.wikidata.org/entity/Q87557345,"CUNEIFORM SIGN LAK-617 TIMES BAD, U+12503",𒔃,,o0001866
http://www.wikidata.org/entity/Q87556919,"CUNEIFORM NUMERIC SIGN SIX SHAR2, U+12428",𒐑,"6(bur₃), 6(u)",o0000065
http://www.wikidata.org/entity/Q87556248,"CUNEIFORM SIGN NUNUZ AB2 TIMES NE, U+12275",𒉵,lahtan₄,o0002153
