oslid,csign,Actual,csignLabel,validLabel(T_F),cdli_label
o0027557,http://www.wikidata.org/entity/Q122904188,LAK804,CUNEIFORM SIGN LAK-804,,
o0027559,http://www.wikidata.org/entity/Q122904202,LAK805,CUNEIFORM SIGN LAK-805,,
o0027561,http://www.wikidata.org/entity/Q122904209,LAK806,CUNEIFORM SIGN LAK-806,,
o0000419,http://www.wikidata.org/entity/Q122904218,LAK811,CUNEIFORM SIGN LAK-811,,
o0000420,http://www.wikidata.org/entity/Q122904223,LAK812,CUNEIFORM SIGN LAK-812,,
o0025858,http://www.wikidata.org/entity/Q122904233,LAK821,CUNEIFORM SIGN LAK-821,,
o0027709,http://www.wikidata.org/entity/Q124980818,𒇲×𒁹,CUNEIFORM SIGN LAL TIMES DISH  (𒇲 × 𒁹),,
o0027628,http://www.wikidata.org/entity/Q122914779,𒇲×𒆸,CUNEIFORM SIGN LAL TIMES LAGAB (𒇲 × 𒆸),,
o0001889,http://www.wikidata.org/entity/Q122925330,𒇲𒉌,CUNEIFORM SIGN LAL.NI (𒇲 & 𒉌),,
o0001890,http://www.wikidata.org/entity/Q122925353,𒇲𒊬,CUNEIFORM SIGN LAL.SAR (𒇲 & 𒊬),,
o0027630,http://www.wikidata.org/entity/Q121512050,𒇳×𒁺,CUNEIFORM SIGN LAL2 TIMES DU (𒇳 × 𒁺),,
,http://www.wikidata.org/entity/Q123165568,𒇳×𒂡,CUNEIFORM SIGN LAL2 TIMES EZEN (𒇳 × 𒂡),,
o0031802,http://www.wikidata.org/entity/Q121512291,𒇳×𒆸,CUNEIFORM SIGN LAL2 TIMES LAGAB (𒇳 × 𒆸),,
o0031804,http://www.wikidata.org/entity/Q121512192,𒇳×𒊬,CUNEIFORM SIGN LAL2 TIMES SAR (𒇳 × 𒊬),,
,http://www.wikidata.org/entity/Q120349239,𒑖𒉽,CUNEIFORM SIGN LAL2 VARIANT (𒑖 & 𒉽),,
o0001495,http://www.wikidata.org/entity/Q120303163,𒅆𒂠,CUNEIFORM SIGN LIBIR (𒅆 & 𒂠),,
o0002819,http://www.wikidata.org/entity/Q120351811,𒋙𒌍,CUNEIFORM SIGN LIL3 (𒋙 & 𒌍),,
o0002818,http://www.wikidata.org/entity/Q120351274,𒋙𒉈,CUNEIFORM SIGN LIL5 (𒋙 & 𒉈),,
,http://www.wikidata.org/entity/Q121510846,𒈕@sg,CUNEIFORM SIGN LU2 SHESHIG GUNU (𒈕@sg),,
,http://www.wikidata.org/entity/Q123159640,𒇽×𒉿,CUNEIFORM SIGN LU2 TIMES GESHTU (𒇽 × 𒉿),,
o0031580,http://www.wikidata.org/entity/Q124978816,𒇽×𒅖,CUNEIFORM SIGN LU2 TIMES ISH (𒇽 × 𒅖),,
o0028029,http://www.wikidata.org/entity/Q124978881,𒇽×𒇸,CUNEIFORM SIGN LU2 TIMES LIL (𒇽 × 𒇸),,
o0001986,http://www.wikidata.org/entity/Q124978846,𒇽×𒊮,CUNEIFORM SIGN LU2 TIMES SHA3 (𒇽 × 𒊮),,
o0001922,http://www.wikidata.org/entity/Q124978974,𒈜×𒊺,CUNEIFORM SIGN LUL TIMES SHE (𒈜 × 𒊺),,
o0001925,http://www.wikidata.org/entity/Q120353698,𒈞𒋙,CUNEIFORM SIGN LUM OVER LUM & SHU2 (𒈞 & 𒋙),,
,http://www.wikidata.org/entity/Q123159645,𒈠×𒀀,CUNEIFORM SIGN MA TIMES A (𒈠 × 𒀀),,
o0000447,http://www.wikidata.org/entity/Q124824309,𒈤@g,CUNEIFORM SIGN MAH GUNU (𒈤@g),,
,http://www.wikidata.org/entity/Q123159652,𒈤×𒇻𒄾,CUNEIFORM SIGN MAH TIMES GUKKAL (𒈤 × (𒇻 & 𒄾)),,
,http://www.wikidata.org/entity/Q123159660,𒈤×𒄩,CUNEIFORM SIGN MAH TIMES HA (𒈤 × 𒄩),,
,http://www.wikidata.org/entity/Q123159665,𒈤×𒈦,CUNEIFORM SIGN MAH TIMES MASH (𒈤 × 𒈦),,
,http://www.wikidata.org/entity/Q123159750,𒈤×𒊩,CUNEIFORM SIGN MAH TIMES SAL (𒈤 × 𒊩),,
,http://www.wikidata.org/entity/Q123227218,𒈤×𒋡×𒌢,CUNEIFORM SIGN MAH TIMES SILA3 TIMES UMBIN (𒈤 × 𒋡 × 𒌢),,
,http://www.wikidata.org/entity/Q123159759,𒈤×𒌆,CUNEIFORM SIGN MAH TIMES TUG2 (𒈤 × 𒌆),,
,http://www.wikidata.org/entity/Q123159799,𒈤×𒍚,CUNEIFORM SIGN MAH TIMES UD5 (𒈤 × 𒍚),,
,http://www.wikidata.org/entity/Q123159837,𒈤×𒌨,CUNEIFORM SIGN MAH TIMES UR (𒈤 × 𒌨),,
,http://www.wikidata.org/entity/Q123159862,𒈤×𒁭,CUNEIFORM SIGN MAH TIMES UTUA (𒈤 × 𒁭),,
,http://www.wikidata.org/entity/Q123227274,𒈥×𒆸×𒂠,CUNEIFORM SIGN MAR TIMES LAGAB TIMES SHE3 (𒈥 × 𒆸 × 𒂠),,
,http://www.wikidata.org/entity/Q123159889,𒈥×𒊺,CUNEIFORM SIGN MAR TIMES SHE (𒈥 × 𒊺),,
,http://www.wikidata.org/entity/Q123227319,𒈦𒃷,CUNEIFORM SIGN MASH.GAN2 (𒈦 & 𒃷),,
o0001999,http://www.wikidata.org/entity/Q120270029,𒈦𒎙,CUNEIFORM SIGN MASH.MAN (𒈦 & 𒎙),,
o0027568,http://www.wikidata.org/entity/Q122933330,𒈧@g,CUNEIFORM SIGN MASH2 GUNU (𒈧@g),,
o0002177,http://www.wikidata.org/entity/Q122434048,𒉺𒁽,CUNEIFORM SIGN MASHKIM (𒉺 & 𒁽),,
o0002385,http://www.wikidata.org/entity/Q120271934,𒋰𒆲,CUNEIFORM SIGN MEGIDDA2 (𒋰 & 𒆲),,
,http://www.wikidata.org/entity/Q120348147,𒈫𒌍,CUNEIFORM SIGN MIN & U U U (𒈫 & 𒌍),,
o0037936,http://www.wikidata.org/entity/Q124980445,𒈫×𒅆,CUNEIFORM SIGN MIN TIMES IGI (𒈫 × 𒅆),,
o0001466,http://www.wikidata.org/entity/Q120270213,𒄷𒄭,CUNEIFORM SIGN MUD (𒄷 & 𒄭),,
o0031846,http://www.wikidata.org/entity/Q123159919,𒉯@g,CUNEIFORM SIGN MUD3 GUNU (𒉯@g),,
,http://www.wikidata.org/entity/Q120306085,𒋁𒋦,CUNEIFORM SIGN MUNSHUB2 (𒋁 & 𒋦),,
,http://www.wikidata.org/entity/Q121511782,𒊩𒌇,CUNEIFORM SIGN MUNUS & TUK (𒊩 & 𒌇),,
o0002310,http://www.wikidata.org/entity/Q120353112,𒊩𒇬,CUNEIFORM SIGN MUNUS.LAGAR (𒊩 & 𒇬),,
o0027570,http://www.wikidata.org/entity/Q122923551,𒊩𒇬@g,CUNEIFORM SIGN MURUB2 GUNU (𒊩𒇬@g),,
o0001061,http://www.wikidata.org/entity/Q123302167,𒂗×𒈨×𒇬,CUNEIFORM SIGN MURUB3 (𒂗 × 𒈨 × 𒇬),,
o0000465,http://www.wikidata.org/entity/Q124821574,𒈲@t,CUNEIFORM SIGN MUSH TENU (𒈲@t),,
o0199003,http://www.wikidata.org/entity/Q124980470,𒈲×𒃰,CUNEIFORM SIGN MUSH TIMES GAD (𒈲 × 𒃰),,
o0028033,http://www.wikidata.org/entity/Q125092205,𒈹×𒈹,CUNEIFORM SIGN MUSH3 TIMES MUSH3 (𒈹 × 𒈹),,
o0221895,http://www.wikidata.org/entity/Q124978278,𒈹×𒉺,CUNEIFORM SIGN MUSH3 TIMES PA (𒈹 × 𒉺),,
o0002331,http://www.wikidata.org/entity/Q123088664,𒊩𒍑𒁲,CUNEIFORM SIGN MUSSA (𒊩 & 𒍑 & 𒁲),,
,http://www.wikidata.org/entity/Q123270885,N1,CUNEIFORM SIGN N-1,,
,http://www.wikidata.org/entity/Q123271027,N1@g,CUNEIFORM SIGN N-1 GUNU,,
,http://www.wikidata.org/entity/Q123271425,N10,CUNEIFORM SIGN N-10,,
,http://www.wikidata.org/entity/Q123271505,N11,CUNEIFORM SIGN N-11,,
,http://www.wikidata.org/entity/Q123271647,N12,CUNEIFORM SIGN N-12,,
,http://www.wikidata.org/entity/Q123271658,N13,CUNEIFORM SIGN N-13,,
o0025756,http://www.wikidata.org/entity/Q123271668,N14,CUNEIFORM SIGN N-14,,
,http://www.wikidata.org/entity/Q123273483,N14@g,CUNEIFORM SIGN N-14 GUNU,,
,http://www.wikidata.org/entity/Q123271697,N15,CUNEIFORM SIGN N-15,,
,http://www.wikidata.org/entity/Q123273421,N16,CUNEIFORM SIGN N-16,,
,http://www.wikidata.org/entity/Q123273424,N17,CUNEIFORM SIGN N-17,,
,http://www.wikidata.org/entity/Q123273436,N18,CUNEIFORM SIGN N-18,,
o0027447,http://www.wikidata.org/entity/Q123273446,N19,CUNEIFORM SIGN N-19,,
,http://www.wikidata.org/entity/Q123270916,N2,CUNEIFORM SIGN N-2,,
,http://www.wikidata.org/entity/Q123273467,N20,CUNEIFORM SIGN N-20,,
o0025762,http://www.wikidata.org/entity/Q123273500,N22,CUNEIFORM SIGN N-22,,
o0027449,http://www.wikidata.org/entity/Q123273528,N24,CUNEIFORM SIGN N-24,,
,http://www.wikidata.org/entity/Q123273539,N25,CUNEIFORM SIGN N-25,,
,http://www.wikidata.org/entity/Q123273545,N26,CUNEIFORM SIGN N-26,,
,http://www.wikidata.org/entity/Q123273550,N27,CUNEIFORM SIGN N-27,,
,http://www.wikidata.org/entity/Q123273559,N28,CUNEIFORM SIGN N-28,,
,http://www.wikidata.org/entity/Q123273577,N29,CUNEIFORM SIGN N-29,,
,http://www.wikidata.org/entity/Q123270956,N3,CUNEIFORM SIGN N-3,,
,http://www.wikidata.org/entity/Q123273586,N30,CUNEIFORM SIGN N-30,,
,http://www.wikidata.org/entity/Q123273595,N31,CUNEIFORM SIGN N-31,,
,http://www.wikidata.org/entity/Q123273606,N32,CUNEIFORM SIGN N-32,,
,http://www.wikidata.org/entity/Q123273612,N33,CUNEIFORM SIGN N-33,,
o0027451,http://www.wikidata.org/entity/Q123273625,N34,CUNEIFORM SIGN N-34,,
,http://www.wikidata.org/entity/Q123273716,N34@g,CUNEIFORM SIGN N-34 GUNU,,
,http://www.wikidata.org/entity/Q123273727,N34@t1,CUNEIFORM SIGN N-34 TENU VARIANT 1,,
,http://www.wikidata.org/entity/Q123274226,N34@t2,CUNEIFORM SIGN N-34 TENU VARIANT 2,,
,http://www.wikidata.org/entity/Q123273653,N35,CUNEIFORM SIGN N-35,,
o0027453,http://www.wikidata.org/entity/Q123273663,N36,CUNEIFORM SIGN N-36,,
,http://www.wikidata.org/entity/Q123273675,N37,CUNEIFORM SIGN N-37,,
,http://www.wikidata.org/entity/Q123274138,N39a@g,CUNEIFORM SIGN N-39a GUNU,,
o0027445,http://www.wikidata.org/entity/Q123270982,N4,CUNEIFORM SIGN N-4,,
,http://www.wikidata.org/entity/Q123273745,N40,CUNEIFORM SIGN N-40,,
,http://www.wikidata.org/entity/Q123273772,N41,CUNEIFORM SIGN N-41,,
,http://www.wikidata.org/entity/Q123273828,N42,CUNEIFORM SIGN N-42,,
,http://www.wikidata.org/entity/Q123274341,N44,CUNEIFORM SIGN N-44,,
o0025767,http://www.wikidata.org/entity/Q123274400,N45,CUNEIFORM SIGN N-45,,
o0027459,http://www.wikidata.org/entity/Q123274558,N46,CUNEIFORM SIGN N-46,,
,http://www.wikidata.org/entity/Q123274574,N47,CUNEIFORM SIGN N-47,,
o0027463,http://www.wikidata.org/entity/Q123274581,N48,CUNEIFORM SIGN N-48,,
,http://www.wikidata.org/entity/Q123274602,N49,CUNEIFORM SIGN N-49,,
,http://www.wikidata.org/entity/Q123271015,N5,CUNEIFORM SIGN N-5,,
o0025769,http://www.wikidata.org/entity/Q123274606,N50,CUNEIFORM SIGN N-50,,
,http://www.wikidata.org/entity/Q123274618,N51,CUNEIFORM SIGN N-51,,
,http://www.wikidata.org/entity/Q123274646,N51@g,CUNEIFORM SIGN N-51 GUNU,,
,http://www.wikidata.org/entity/Q123274655,N53,CUNEIFORM SIGN N-53,,
o0027469,http://www.wikidata.org/entity/Q123274669,N54,CUNEIFORM SIGN N-54,,
,http://www.wikidata.org/entity/Q123274678,N55,CUNEIFORM SIGN N-55,,
,http://www.wikidata.org/entity/Q123274693,N56,CUNEIFORM SIGN N-56,,
o0025701,http://www.wikidata.org/entity/Q123274729,N57,CUNEIFORM SIGN N-57,,
o0027175,http://www.wikidata.org/entity/Q123274827,N58,CUNEIFORM SIGN N-58,,
,http://www.wikidata.org/entity/Q123294227,N59,CUNEIFORM SIGN N-59,,
,http://www.wikidata.org/entity/Q123294276,N60,CUNEIFORM SIGN N-60,,
,http://www.wikidata.org/entity/Q123271035,N7,CUNEIFORM SIGN N-7,,
o0025703,http://www.wikidata.org/entity/Q123271396,N8,CUNEIFORM SIGN N-8,,
,http://www.wikidata.org/entity/Q123271406,N9,CUNEIFORM SIGN N-9,,
o0031952,http://www.wikidata.org/entity/Q124978210,𒉀×𒀀,CUNEIFORM SIGN NAGA TIMES A (𒉀 × 𒀀),,
o0002056,http://www.wikidata.org/entity/Q124978239,𒉀×𒁹,CUNEIFORM SIGN NAGA TIMES DISH (𒉀 × 𒁹),,
,http://www.wikidata.org/entity/Q123159959,𒉇@g,CUNEIFORM SIGN NAM2 GUNU (𒉇@g),,
o0027201,http://www.wikidata.org/entity/Q124821650,𒉇@t,CUNEIFORM SIGN NAM2 TENU (𒉇@t),,
o0002740,http://www.wikidata.org/entity/Q121506878,𒋀𒆠,CUNEIFORM SIGN NANNA (𒋀 & 𒆠),,
,http://www.wikidata.org/entity/Q122923500,𒉈×𒆜,CUNEIFORM SIGN NE TIMES KASKAL (𒉈 × 𒆜),,
,http://www.wikidata.org/entity/Q122923665,𒉈×𒉽,CUNEIFORM SIGN NE TIMES PAP (𒉈 × 𒉽),,
o0001787,http://www.wikidata.org/entity/Q120305042,𒇧𒇧,CUNEIFORM SIGN NENNI (𒇧 & 𒇧),,
,http://www.wikidata.org/entity/Q123302447,𒄊×𒀊,CUNEIFORM SIGN NERGAL_X (𒄊 × 𒀊),,
,http://www.wikidata.org/entity/Q123159968,𒉌@g,CUNEIFORM SIGN NI GUNU (𒉌@g),,
,http://www.wikidata.org/entity/Q123260165,𒉌@g×𒄭@g,CUNEIFORM SIGN NI GUNU TIMES HI GUNU (𒉌@g  × 𒄭@g),,
o0031832,http://www.wikidata.org/entity/Q124978039,𒉌×𒄑,CUNEIFORM SIGN NI TIMES GISH (𒉌 × 𒄑),,
o0002076,http://www.wikidata.org/entity/Q122937244,𒉌𒌇,CUNEIFORM SIGN NI.TUK (𒉌 & 𒌇),,
o0002216,http://www.wikidata.org/entity/Q123089274,𒉻𒀭𒈹,CUNEIFORM SIGN NIDBA (𒉻 & 𒀭 & 𒈹),,
o0002327,http://www.wikidata.org/entity/Q120353484,𒊩𒌨,CUNEIFORM SIGN NIG (𒊩 & 𒌨),,
o0001772,http://www.wikidata.org/entity/Q120304566,𒆸𒆸,CUNEIFORM SIGN NIGIN (𒆸 & 𒆸),,
o0002472,http://www.wikidata.org/entity/Q120299003,𒌋𒌓𒆤,CUNEIFORM SIGN NIGIN3 (𒌋 & 𒌓 & 𒆤),,
o0002473,http://www.wikidata.org/entity/Q120280220,𒌋𒌓,CUNEIFORM SIGN NIGIN4 (𒌋 & 𒌓),,
o0038003,http://www.wikidata.org/entity/Q124978149,𒉏×𒂵,CUNEIFORM SIGN NIM TIMES GA (𒉏 × 𒂵),,
o0002323,http://www.wikidata.org/entity/Q120352447,𒊩𒌆,CUNEIFORM SIGN NIN (𒊩 & 𒌆),,
o0002305,http://www.wikidata.org/entity/Q120352183,𒊩𒆪,CUNEIFORM SIGN NIN9 (𒊩 & 𒆪),,
o0027883,http://www.wikidata.org/entity/Q122912562,𒉒×𒁹𒁹,CUNEIFORM SIGN NINDA2 TIMES 2(DISH) (𒉒 × 𒁹𒁹),,
o0027636,http://www.wikidata.org/entity/Q125116963,𒉒×𒀼,CUNEIFORM SIGN NINDA2 TIMES 3(ASH) (𒉒 × 𒀼),,
,http://www.wikidata.org/entity/Q123159978,𒉒×𒁀,CUNEIFORM SIGN NINDA2 TIMES BA (𒉒 × 𒁀),,
o0002099,http://www.wikidata.org/entity/Q124978174,𒉒×𒁾,CUNEIFORM SIGN NINDA2 TIMES DUB (𒉒 × 𒁾),,
,http://www.wikidata.org/entity/Q123159983,𒉒×𒂡,CUNEIFORM SIGN NINDA2 TIMES EZEN (𒉒 × 𒂡),,
,http://www.wikidata.org/entity/Q123159988,𒉒×𒃻,CUNEIFORM SIGN NINDA2 TIMES GAR (𒉒 × 𒃻),,
,http://www.wikidata.org/entity/Q123165638,𒉒×𒄴𒈨,CUNEIFORM SIGN NINDA2 TIMES GUDU4 (𒉒 × (𒄴 & 𒈨)),,
o0002110,http://www.wikidata.org/entity/Q122917091,𒉒×𒆰,CUNEIFORM SIGN NINDA2 TIMES KUL (𒉒 × 𒆰),,
,http://www.wikidata.org/entity/Q123160006,𒉒×𒈥,CUNEIFORM SIGN NINDA2 TIMES MAR (𒉒 × 𒈥),,
o0002108,http://www.wikidata.org/entity/Q124977599,𒉒×𒈪,CUNEIFORM SIGN NINDA2 TIMES MI (𒉒 × 𒈪),,
o0002119,http://www.wikidata.org/entity/Q124977717,𒉒×𒋃,CUNEIFORM SIGN NINDA2 TIMES SHID (𒉒 × 𒋃),,
o0021451,http://www.wikidata.org/entity/Q124977873,𒉒×𒋆,CUNEIFORM SIGN NINDA2 TIMES SHIM (𒉒 × 𒋆),,
o0027713,http://www.wikidata.org/entity/Q124972925,𒉒×𒌉,CUNEIFORM SIGN NINDA2 TIMES TUR (𒉒 × 𒌉),,
o0002115,http://www.wikidata.org/entity/Q124977970,𒉒×𒌑,CUNEIFORM SIGN NINDA2 TIMES U2 (𒉒 × 𒌑),,
,http://www.wikidata.org/entity/Q123165759,𒉒×𒌓,CUNEIFORM SIGN NINDA2 TIMES UD (𒉒 × 𒌓),,
,http://www.wikidata.org/entity/Q123227403,𒉒×𒌓×𒋻,CUNEIFORM SIGN NINDA2 TIMES UDU TIMES TAR (𒉒 × 𒌓 × 𒋻),,
,http://www.wikidata.org/entity/Q123260103,𒉪×𒀭,CUNEIFORM SIGN NIR TIMES AN (𒉪 × 𒀭),,
,http://www.wikidata.org/entity/Q123160015,𒉡@g,CUNEIFORM SIGN NU GUNU (𒉡@g),,
o0018543,http://www.wikidata.org/entity/Q125116938,𒉡×𒌋,CUNEIFORM SIGN NU TIMES U (𒉡 × 𒌋),,
o0002665,http://www.wikidata.org/entity/Q120266638,𒍤𒆸,CUNEIFORM SIGN NUMUN2 (𒍤 & 𒆸),,
,http://www.wikidata.org/entity/Q123165797,𒉣×𒀀,CUNEIFORM SIGN NUN TIMES A (𒉣 × 𒀀),,
o0002208,http://www.wikidata.org/entity/Q120275077,𒉺𒌆,CUNEIFORM SIGN NUSKA (𒉺 & 𒌆),,
o0002221,http://www.wikidata.org/entity/Q120266031,𒉽𒂊,CUNEIFORM SIGN PA5 (𒉽 & 𒂊),,
o0002225,http://www.wikidata.org/entity/Q120265753,𒉽𒅖,CUNEIFORM SIGN PA6 (𒉽 & 𒅖),,
o0001511,http://www.wikidata.org/entity/Q120301824,𒅆𒊒,CUNEIFORM SIGN PAD3 (𒅆 & 𒊒),,
o0027638,http://www.wikidata.org/entity/Q122935201,𒊊× 𒉺𒆸,CUNEIFORM SIGN PIRIG TIMES PA.LAGAB (𒊊 × (𒉺 & 𒆸)),,
o0027640,http://www.wikidata.org/entity/Q122912664,𒊊×𒊺,CUNEIFORM SIGN PIRIG TIMES SHE (𒊊 × 𒊺),,
o0002222,http://www.wikidata.org/entity/Q120265199,𒉽𒄬,CUNEIFORM SIGN PUSH2 (𒉽 & 𒄬),,
o0002191,http://www.wikidata.org/entity/Q122526761,𒉺𒄸𒁺,CUNEIFORM SIGN RIG7 (𒉺 & 𒄸 & 𒁺),,
o0025689,http://www.wikidata.org/entity/Q125088903,𒊒×𒆳,CUNEIFORM SIGN RU TIMES KUR (𒊒 × 𒆳),,
o0001469,http://www.wikidata.org/entity/Q120270450,𒄷𒈿,CUNEIFORM SIGN SA4 (𒄷 & 𒈿),,
o0221971,http://www.wikidata.org/entity/Q125116646,𒊨×𒈫,CUNEIFORM SIGN SAG GUNU TIMES MIN (𒊨 × 𒈫),,
,http://www.wikidata.org/entity/Q123260074,𒔮×𒉿,CUNEIFORM SIGN SAG TIMES GESHTU (𒔮 × 𒉿),,
o0022998,http://www.wikidata.org/entity/Q125089197,𒊕×𒅅,CUNEIFORM SIGN SAG TIMES IG (𒊕 × 𒅅),,
o0022999,http://www.wikidata.org/entity/Q125089664,𒊕×𒆪,CUNEIFORM SIGN SAG TIMES KU (𒊕 × 𒆪),,
o0023000,http://www.wikidata.org/entity/Q125089487,𒊕×𒇴,CUNEIFORM SIGN SAG TIMES LAM (𒊕 × 𒇴),,
,http://www.wikidata.org/entity/Q123165818,𒊕×𒈠,CUNEIFORM SIGN SAG TIMES MA (𒊕 × 𒈠),,
o0028047,http://www.wikidata.org/entity/Q125089024,𒊕×𒈦,CUNEIFORM SIGN SAG TIMES MASH (𒊕 × 𒈦),,
o0028048,http://www.wikidata.org/entity/Q125089737,𒊕×𒈫,CUNEIFORM SIGN SAG TIMES MIN (𒊕 × 𒈫),,
o0027642,http://www.wikidata.org/entity/Q122914753,𒊕×𒉌,CUNEIFORM SIGN SAG TIMES NI (𒊕 × 𒉌),,
o0031625,http://www.wikidata.org/entity/Q125089327,𒊕×𒉽,CUNEIFORM SIGN SAG TIMES PAP (𒊕 × 𒉽),,
o0027525,http://www.wikidata.org/entity/Q125089864,𒊕×𒊬,CUNEIFORM SIGN SAG TIMES SAR (𒊕 × 𒊬),,
o0031790,http://www.wikidata.org/entity/Q125089791,𒊕×𒍝,CUNEIFORM SIGN SAG TIMES ZA (𒊕 × 𒍝),,
o0002466,http://www.wikidata.org/entity/Q120279846,𒌋𒊕,CUNEIFORM SIGN SAGSHU (𒌋 & 𒊕),,
o0002304,http://www.wikidata.org/entity/Q122917031,𒊩×𒆳,CUNEIFORM SIGN SAL TIMES KUR (𒊩 × 𒆳),,
o0027643,http://www.wikidata.org/entity/Q122937223,𒊩𒀾,CUNEIFORM SIGN SAL.ASH2 (𒊩 & 𒀾),,
,http://www.wikidata.org/entity/Q123165831,𒊬×𒄩,CUNEIFORM SIGN SAR TIMES HA (𒊬 × 𒄩),,
o0027715,http://www.wikidata.org/entity/Q125116662,𒊬×𒌑,CUNEIFORM SIGN SAR TIMES U2 (𒊬 × 𒌑),,
o0027644,http://www.wikidata.org/entity/Q122923716,𒊬×𒍩,CUNEIFORM SIGN SAR TIMES ZIZ2 (𒊬 × 𒍩),,
,http://www.wikidata.org/entity/Q123160126,𒊭@g,CUNEIFORM SIGN SHA GUNU (𒊭@g),,
,http://www.wikidata.org/entity/Q123227531,𒊭×𒄭@g,CUNEIFORM SIGN SHA TIMES HI GUNU (𒊭 × 𒄭@g),,
o0002193,http://www.wikidata.org/entity/Q120274927,𒉺𒅁,CUNEIFORM SIGN SHAB (𒉺 & 𒅁),,
o0002170,http://www.wikidata.org/entity/Q122434367,𒉺𒀠,CUNEIFORM SIGN SHABRA (𒉺 & 𒀠),,
o0002456,http://www.wikidata.org/entity/Q120279987,𒌋𒃶,CUNEIFORM SIGN SHAGAN (𒌋 & 𒃶),,
o0001344,http://www.wikidata.org/entity/Q123259464,𒄊×𒀴,CUNEIFORM SIGN SHAGINA (𒄊 × 𒀴),,
o0027651,http://www.wikidata.org/entity/Q122914966,𒊹×𒄩,CUNEIFORM SIGN SHAR2 TIMES HA (𒊹 × 𒄩),,
o0002728,http://www.wikidata.org/entity/Q121511631,𒊺𒋦,CUNEIFORM SIGN SHE & SUHUR (𒊺 & 𒋦),,
o0022909,http://www.wikidata.org/entity/Q124822191,𒊺@t,CUNEIFORM SIGN SHE TENU (𒊺@t),,
,http://www.wikidata.org/entity/Q123167543,𒊺×𒄯,CUNEIFORM SIGN SHE TIMES KIN2 (𒊺 × 𒄯),,
o0002724,http://www.wikidata.org/entity/Q123227594,𒊺×𒉇,CUNEIFORM SIGN SHE TIMES NAM2 (𒊺 × 𒉇),,
,http://www.wikidata.org/entity/Q123167563,𒂠@t,CUNEIFORM SIGN SHE3 TENU (𒂠@t),,
,http://www.wikidata.org/entity/Q123305666,𒊺𒈖,CUNEIFORM SIGN SHELU (𒊺 & 𒈖),,
o0027580,http://www.wikidata.org/entity/Q122915419,𒋁@g,CUNEIFORM SIGN SHESH2 GUNU (𒋁@g),,
o0002453,http://www.wikidata.org/entity/Q120278438,𒌋𒂘,CUNEIFORM SIGN SHIBIR (𒌋 & 𒂘),,
o0027582,http://www.wikidata.org/entity/Q122915053,𒋆@g,CUNEIFORM SIGN SHIM GUNU (𒋆@g),,
,http://www.wikidata.org/entity/Q122937138,𒋆@g×𒆵,CUNEIFORM SIGN SHIM GUNU TIMES KUSHU2 (𒋆@g × 𒆵),,
o0027655,http://www.wikidata.org/entity/Q122915045,𒋆@g×𒉿,CUNEIFORM SIGN SHIM GUNU TIMES PI (𒋆@g × 𒉿),,
o0002758,http://www.wikidata.org/entity/Q122915069,𒋆×𒉿,CUNEIFORM SIGN SHIM TIMES PI (𒋆 × 𒉿),,
,http://www.wikidata.org/entity/Q123259394,𒓮×𒉌,CUNEIFORM SIGN SHITA GUNU TIMES NI (𒓮 × 𒉌),,
o0002843,http://www.wikidata.org/entity/Q124822096,𒋖@t,CUNEIFORM SIGN SHITA TENU (𒋖@t),,
,http://www.wikidata.org/entity/Q123167638,𒋖×𒋗,CUNEIFORM SIGN SHITA TIMES SHU (𒋖 × 𒋗),,
,http://www.wikidata.org/entity/Q123287177,𒋖×ZATU659,CUNEIFORM SIGN SHITA TIMES ZATU 659 (𒋖 × ZATU 659),,
o0023027,http://www.wikidata.org/entity/Q120274725,𒋖𒄑,CUNEIFORM SIGN SHITA2 (𒋖 & 𒄑),,
o0027499,http://www.wikidata.org/entity/Q124822165,𒋗@s,CUNEIFORM SIGN SHU SHESHIG (𒋗@s),,
o0002847,http://www.wikidata.org/entity/Q124822179,𒋗@t,CUNEIFORM SIGN SHU TENU (𒋗@t),,
o0002820,http://www.wikidata.org/entity/Q120352006,𒋙𒌪,CUNEIFORM SIGN SHU2 & UR SHESHIG (𒋙 & 𒌪),,
,http://www.wikidata.org/entity/Q123259189,𒋙×𒂗,CUNEIFORM SIGN SHU2 TIMES EN (𒋙 × 𒂗),,
,http://www.wikidata.org/entity/Q123259169,𒋙×𒌓,CUNEIFORM SIGN SHU2 TIMES UD (𒋙 × 𒌓),,
o0000369,http://www.wikidata.org/entity/Q122936968,𒋙𒂍,CUNEIFORM SIGN SHU2.E2 (𒋙 & 𒂍),,
o0002775,http://www.wikidata.org/entity/Q123250686,𒋗𒃸,CUNEIFORM SIGN SHUNIGIN (𒋗 & 𒃸),,
,http://www.wikidata.org/entity/Q123165897,𒋛×𒄞,CUNEIFORM SIGN SI TIMES GU4 (𒋛 × 𒄞),,
,http://www.wikidata.org/entity/Q123165921,𒋛×𒂠,CUNEIFORM SIGN SI TIMES SHE3 (𒋛 × 𒂠),,
,http://www.wikidata.org/entity/Q123165963,𒋠×𒌋,CUNEIFORM SIGN SIG2 TIMES U (𒋠 × 𒌋),,
o0001492,http://www.wikidata.org/entity/Q120302799,𒅆𒂟,CUNEIFORM SIGN SIG5 (𒅆 & 𒂟),,
o0001188,http://www.wikidata.org/entity/Q120271196,𒃰𒋺𒄑,CUNEIFORM SIGN SIG8 (𒃰 & 𒋺 & 𒄑),,
