oslid,csign,Actual,csignLabel,validLabel(T_F),cdli_label
o0000192,http://www.wikidata.org/entity/Q124856470,𒃮@t,CUNEIFORM SIGN GABA TENU (𒃮@t),,
,http://www.wikidata.org/entity/Q123157674,𒃰@g,CUNEIFORM SIGN GAD GUNU (𒃰@g),,
o0001191,http://www.wikidata.org/entity/Q120270760,𒃰𒋺,CUNEIFORM SIGN GAD.KID2 (𒃰 & 𒋺),,
o0002450,http://www.wikidata.org/entity/Q120279053,𒌋𒁵,CUNEIFORM SIGN GAKKUL (𒌋 & 𒁵),,
o0002449,http://www.wikidata.org/entity/Q120278755,𒌋𒁴,CUNEIFORM SIGN GAKKUL3 (𒌋 & 𒁴),,
o0002610,http://www.wikidata.org/entity/Q123118572,𒍑𒆪,CUNEIFORM SIGN GALA (𒍑 & 𒆪),,
,http://www.wikidata.org/entity/Q123160119,𒃴@g,CUNEIFORM SIGN GALAM GUNU (𒃴@g),,
o0000198,http://www.wikidata.org/entity/Q122915428,𒃶@s,CUNEIFORM SIGN GAN SHESHIG (𒃶@s),,
,http://www.wikidata.org/entity/Q123226789,𒃶×𒄑×𒁷,CUNEIFORM SIGN GAN TIMES GISH TIMES DIN (𒃶 × 𒄑 × 𒁷),,
,http://www.wikidata.org/entity/Q123157707,𒃶×𒆸,CUNEIFORM SIGN GAN TIMES LAGAB (𒃶 × 𒆸),,
,http://www.wikidata.org/entity/Q123157732,𒃶×𒉈,CUNEIFORM SIGN GAN TIMES NE (𒃶 × 𒉈),,
,http://www.wikidata.org/entity/Q123157757,𒃶×𒊺,CUNEIFORM SIGN GAN TIMES SHE (𒃶 × 𒊺),,
o0000200,http://www.wikidata.org/entity/Q124972219,𒃷@g,CUNEIFORM SIGN GAN2 GUNU (𒃷@g),,
o0000203,http://www.wikidata.org/entity/Q123157800,𒃻@g,CUNEIFORM SIGN GAR GUNU (𒃻@g),,
o0002136,http://www.wikidata.org/entity/Q123087797,𒉣𒈨𒋳,CUNEIFORM SIGN GASHAM (𒉣 & 𒈨 & 𒋳),,
o0002304,http://www.wikidata.org/entity/Q120352664,𒊩𒆳,CUNEIFORM SIGN GEME2 (𒊩 & 𒆳),,
,http://www.wikidata.org/entity/Q123226848,𒄀/𒄀/𒄀×𒋠,CUNEIFORM SIGN GI OVER GI OVER GI TIMES SIG2 ((𒄀 / 𒄀 / 𒄀) × 𒋠),,
,http://www.wikidata.org/entity/Q123226891,𒄀/𒄀×𒂠,CUNEIFORM SIGN GI OVER GI TIMES SHE3 (𒄀 / 𒄀 × 𒂠),,
,http://www.wikidata.org/entity/Q123227010,𒄀×𒄕,CUNEIFORM SIGN GI TIMES GISH TENU (𒄀 × 𒄕),,
,http://www.wikidata.org/entity/Q123157846,𒄀×𒉇,CUNEIFORM SIGN GI TIMES NAM2 (𒄀 × 𒉇),,
,http://www.wikidata.org/entity/Q123157864,𒄀×𒋠,CUNEIFORM SIGN GI TIMES SIG2 (𒄀 × 𒋠),,
,http://www.wikidata.org/entity/Q123227019,𒄀𒆸,CUNEIFORM SIGN GI.LAGAB (𒄀 & 𒆸),,
o0002813,http://www.wikidata.org/entity/Q120351367,𒋙𒀾,CUNEIFORM SIGN GIBIL2 (𒋙 & 𒀾),,
o0002065,http://www.wikidata.org/entity/Q123301405,𒄀×𒉈,CUNEIFORM SIGN GIBIL6 (𒄀 × 𒉈),,
o0002000,http://www.wikidata.org/entity/Q120269859,𒈦𒌋,CUNEIFORM SIGN GIDIM2 (𒈦 & 𒌋),,
,http://www.wikidata.org/entity/Q123262721,𒄫@g,CUNEIFORM SIGN GIR GUNU (𒄫@g),,
,http://www.wikidata.org/entity/Q123157936,𒄊@g,CUNEIFORM SIGN GIR3 GUNU (𒄊@g),,
o0221866,http://www.wikidata.org/entity/Q123301433,𒄊×𒊺,CUNEIFORM SIGN GIR3 TIMES SHE (𒄊 × 𒊺),,
o0002446,http://www.wikidata.org/entity/Q120279982,𒌋𒀜,CUNEIFORM SIGN GIR4 (𒌋 & 𒀜),,
,http://www.wikidata.org/entity/Q123262786,𒄑×𒇲,CUNEIFORM SIGN GISH TIMES LA2 (𒄑 × 𒇲),,
,http://www.wikidata.org/entity/Q123301720,𒉿𒉀,CUNEIFORM SIGN GIZZAL_X (𒉿 & 𒉀),,
o0027538,http://www.wikidata.org/entity/Q122937184,𒄘@s,CUNEIFORM SIGN GU2 SHESHIG (𒄘@s),,
o0027605,http://www.wikidata.org/entity/Q122937195,𒄘×𒉺,CUNEIFORM SIGN GU2 TIMES PA (𒄘 × 𒉺),,
o0027603,http://www.wikidata.org/entity/Q122915246,𒄘×𒉽,CUNEIFORM SIGN GU2 TIMES PAP (𒄘 × 𒉽),,
,http://www.wikidata.org/entity/Q122937157,𒄘𒉭,CUNEIFORM SIGN GU2.NUNUZ (𒄘 & 𒉭),,
o0000223,http://www.wikidata.org/entity/Q124858418,𒄞@s,CUNEIFORM SIGN GUD SHESHIG (𒄞@s),,
o0001421,http://www.wikidata.org/entity/Q122937886,𒄞×𒁁,CUNEIFORM SIGN GUD TIMES BAD (𒄞 × 𒁁),,
o0037892,http://www.wikidata.org/entity/Q124858565,𒄞×𒉽,CUNEIFORM SIGN GUD TIMES PAP (𒄞 × 𒉽),,
o0002643,http://www.wikidata.org/entity/Q120349250,𒍝𒄢,CUNEIFORM SIGN GUG (𒍝 & 𒄢),,
,http://www.wikidata.org/entity/Q123158004,𒈖×𒋡,CUNEIFORM SIGN GUG2 TIMES SILA3 (𒈖 × 𒋡),,
,http://www.wikidata.org/entity/Q123158013,𒈖×𒌉,CUNEIFORM SIGN GUG2 TIMES TUR (𒈖 × 𒌉),,
o0001909,http://www.wikidata.org/entity/Q123089333,𒇻𒄾,CUNEIFORM SIGN GUKKAL (𒇻 & 𒄾),,
,http://www.wikidata.org/entity/Q123262802,𒇻𒄾×𒄭@g,CUNEIFORM SIGN GUKKAL TIMES HI GUNU ((𒇻 & 𒄾) × 𒄭@g),,
,http://www.wikidata.org/entity/Q123158111,𒄣@n,CUNEIFORM SIGN GUM NUTILLU (𒄣@n),,
o0001427,http://www.wikidata.org/entity/Q120271361,𒄘𒌧,CUNEIFORM SIGN GUN (𒄘 & 𒌧),,
,http://www.wikidata.org/entity/Q123158155,𒄨×𒋻,CUNEIFORM SIGN GURUSH TIMES TAR (𒄨 × 𒋻),,
o0001768,http://www.wikidata.org/entity/Q123118662,𒆬𒄀,CUNEIFORM SIGN GUSHKIG (𒆬 & 𒄀),,
,http://www.wikidata.org/entity/Q122947692,𒄫×𒅆𒇻,CUNEIFORM SIGN HA GUNU TIMES IGI.LU (𒄫 × (𒅆 & 𒇻)),,
,http://www.wikidata.org/entity/Q123158024,𒄭@g,CUNEIFORM SIGN HI GUNU (𒄭@g),,
o0001449,http://www.wikidata.org/entity/Q122936823,𒄭×𒀾𒄭×𒀾,CUNEIFORM SIGN HI TIMES ASH2.HI TIMES ASH2 (𒄭 × (𒀾 & 𒄭) × 𒀾),,
o0027609,http://www.wikidata.org/entity/Q122914875,𒄭×𒄬,CUNEIFORM SIGN HI TIMES HAL (𒄭 × 𒄬),,
o0022963,http://www.wikidata.org/entity/Q125097132,𒄭×𒄭,CUNEIFORM SIGN HI TIMES HI (𒄭 × 𒄭),,
o0027992,http://www.wikidata.org/entity/Q124980330,𒄭×𒉺,CUNEIFORM SIGN HI TIMES PA (𒄭 × 𒉺),,
o0027990,http://www.wikidata.org/entity/Q124980316,𒄭×𒉽,CUNEIFORM SIGN HI TIMES PAP (𒄭 × 𒉽),,
o0018513,http://www.wikidata.org/entity/Q124980301,𒄭×𒊬,CUNEIFORM SIGN HI TIMES SAR (𒄭 × 𒊬),,
,http://www.wikidata.org/entity/Q123262829,𒄭×ZATU707,CUNEIFORM SIGN HI TIMES ZATU 707 (𒄭 × ZATU 707),,
o0001443,http://www.wikidata.org/entity/Q122811328,𒄭𒀀,CUNEIFORM SIGN HI.A (𒄭 & 𒀀),,
o0027607,http://www.wikidata.org/entity/Q122924604,𒄭𒋦,CUNEIFORM SIGN HI.SUHUR (𒄭 & 𒋦),,
o0027540,http://www.wikidata.org/entity/Q122808427,𒄷@g,CUNEIFORM SIGN HU GUNU (𒄷@g),,
,http://www.wikidata.org/entity/Q123302196,𒄷𒃡,CUNEIFORM SIGN HU.UR3 (𒄷 & 𒃡),,
o0001516,http://www.wikidata.org/entity/Q120303475,𒅆𒌨,CUNEIFORM SIGN HUL (𒅆 & 𒌨),,
o0001515,http://www.wikidata.org/entity/Q120303812,𒅆𒌪,CUNEIFORM SIGN HUL4 (𒅆 & 𒌪),,
o0000858,http://www.wikidata.org/entity/Q120275832,𒀼𒋰,CUNEIFORM SIGN IA9 (𒀼 &  𒋰),,
o0000697,http://www.wikidata.org/entity/Q122417286,𒀀𒇉,CUNEIFORM SIGN ID2 (𒀀 & 𒇉),,
o0001993,http://www.wikidata.org/entity/Q120269385,𒈦𒄘𒃼,CUNEIFORM SIGN IDIGNA (𒈦 & 𒄘 &  𒃼),,
o0223361,http://www.wikidata.org/entity/Q123055614,𒅆𒆸,CUNEIFORM SIGN IGI.NIGIN (𒅆 & 𒆸),,
o0027612,http://www.wikidata.org/entity/Q122924635,𒅆𒋦,CUNEIFORM SIGN IGI.SUHUR (𒅆 & 𒋦),,
o0001586,http://www.wikidata.org/entity/Q120273826,𒆜𒆳,CUNEIFORM SIGN ILLAT (𒆜 & 𒆳),,
,http://www.wikidata.org/entity/Q123227115,𒅔×𒀀,CUNEIFORM SIGN IN TIMES A (𒅔 × 𒀀),,
,http://www.wikidata.org/entity/Q120348480,𒐈𒎙,CUNEIFORM SIGN ISZSZEBU (𒐈 & 𒎙),,
o0001590,http://www.wikidata.org/entity/Q120273608,𒆜𒌚,CUNEIFORM SIGN ITI3 (𒆜 & 𒌚),,
o0027996,http://www.wikidata.org/entity/Q125116618,𒅗×𒀸,CUNEIFORM SIGN KA TIMES ASH (𒅗 × 𒀸),,
o0018515,http://www.wikidata.org/entity/Q124980069,𒅗×𒁄,CUNEIFORM SIGN KA TIMES BAL (𒅗 × 𒁄),,
o0001619,http://www.wikidata.org/entity/Q124979991,𒅗×𒁺,CUNEIFORM SIGN KA TIMES DU (𒅗 × 𒁺),,
o0001618,http://www.wikidata.org/entity/Q124979851,𒅗×𒂀,CUNEIFORM SIGN KA TIMES DUB2 (𒅗 × 𒂀),,
o0001629,http://www.wikidata.org/entity/Q124979718,𒅗×𒂷,CUNEIFORM SIGN KA TIMES GA2 (𒅗 × 𒂷),,
o0023053,http://www.wikidata.org/entity/Q125116602,𒅗×𒆪,CUNEIFORM SIGN KA TIMES KU (𒅗 × 𒆪),,
o0028000,http://www.wikidata.org/entity/Q125116593,𒅗×𒈦,CUNEIFORM SIGN KA TIMES MASH (𒅗 × 𒈦),,
o0022976,http://www.wikidata.org/entity/Q124979594,𒅗×𒈩,CUNEIFORM SIGN KA TIMES MES (𒅗 × 𒈩),,
o0031905,http://www.wikidata.org/entity/Q124979044,𒅗×𒈬,CUNEIFORM SIGN KA TIMES MU (𒅗 × 𒈬),,
o0027727,http://www.wikidata.org/entity/Q124979213,𒅗×𒈾,CUNEIFORM SIGN KA TIMES NA (𒅗 × 𒈾),,
o0027613,http://www.wikidata.org/entity/Q122914929,𒅗×𒉎,CUNEIFORM SIGN KA TIMES NI2 (𒅗 × 𒉎),,
o0018516,http://www.wikidata.org/entity/Q124979316,𒅗×𒊩,CUNEIFORM SIGN KA TIMES SAL (𒅗 × 𒊩),,
o0028002,http://www.wikidata.org/entity/Q125116581,𒅗×𒊹,CUNEIFORM SIGN KA TIMES SHAR2 (𒅗 × 𒊹),,
o0023054,http://www.wikidata.org/entity/Q125116439,𒅗×𒋛,CUNEIFORM SIGN KA TIMES SI (𒅗 × 𒋛),,
o0031577,http://www.wikidata.org/entity/Q124979464,𒅗×𒋰,CUNEIFORM SIGN KA TIMES TAB (𒅗 × 𒋰),,
o0001642,http://www.wikidata.org/entity/Q125116454,𒅗×𒋺,CUNEIFORM SIGN KA TIMES TAK4 (𒅗 × 𒋺),,
o0018517,http://www.wikidata.org/entity/Q124979394,𒅗×𒋼,CUNEIFORM SIGN KA TIMES TE (𒅗 ×𒋼),,
o0018577,http://www.wikidata.org/entity/Q125116470,𒅗×𒍏,CUNEIFORM SIGN KA TIMES URUDA (𒅗 × 𒍏),,
o0022977,http://www.wikidata.org/entity/Q125097147,𒅗×𒍜,CUNEIFORM SIGN KA TIMES UZU (𒅗 × 𒍜),,
o0027542,http://www.wikidata.org/entity/Q122937039,𒆏@g,CUNEIFORM SIGN KAB GUNU (𒆏@g),,
,http://www.wikidata.org/entity/Q123159488,𒆏×𒁹,CUNEIFORM SIGN KAB TIMES DISH (𒆏 × 𒁹),,
o0001573,http://www.wikidata.org/entity/Q122947584,𒆕𒄑,CUNEIFORM SIGN KAK.GISH (𒆕 &  𒄑),,
o0002412,http://www.wikidata.org/entity/Q121300333,𒋼𒀀,CUNEIFORM SIGN KAR (𒋼 & 𒀀),,
o0000276,http://www.wikidata.org/entity/Q124822624,𒁉@g,CUNEIFORM SIGN KASH GUNU (𒁉@g),,
o0001585,http://www.wikidata.org/entity/Q120274220,𒆜𒄴,CUNEIFORM SIGN KASKAL.AH (𒆜 & 𒄴),,
o0001583,http://www.wikidata.org/entity/Q120273981,𒆜𒁍,CUNEIFORM SIGN KASKAL.BU (𒆜 & 𒁍),,
o0001584,http://www.wikidata.org/entity/Q122935338,𒆜𒂵,CUNEIFORM SIGN KASKAL.GA (𒆜 & 𒂵),,
o0001587,http://www.wikidata.org/entity/Q120274372,𒆜𒆸,CUNEIFORM SIGN KASKAL.LAGAB (𒆜 & 𒆸),,
o0022978,http://www.wikidata.org/entity/Q125116492,𒆟×𒀀,CUNEIFORM SIGN KESH2 TIMES A (𒆟 × 𒀀),,
o0002811,http://www.wikidata.org/entity/Q120350444,𒋙𒀭𒄲,CUNEIFORM SIGN KESH3 (𒋙 & 𒀭 & 𒄲),,
o0002403,http://www.wikidata.org/entity/Q121507864,𒋺×𒅎,CUNEIFORM SIGN KID2 TIMES IM (𒋺 × 𒅎),,
o0001712,http://www.wikidata.org/entity/Q122674134,𒆠𒈫,CUNEIFORM SIGN KIMIN (𒆠 & 𒈫),,
o0001739,http://www.wikidata.org/entity/Q125116550,𒆥×𒌓,CUNEIFORM SIGN KIN TIMES UD (𒆥 × 𒌓),,
o0001211,http://www.wikidata.org/entity/Q123159546,𒃲𒌺,CUNEIFORM SIGN KINGAL (𒃲 & 𒌺),,
,http://www.wikidata.org/entity/Q125116511,𒆦×𒉽,CUNEIFORM SIGN KISAL TIMES PAP (𒆦 × 𒉽),,
o0027615,http://www.wikidata.org/entity/Q122914856,𒆦×𒌓,CUNEIFORM SIGN KISAL TIMES UD (𒆦 × 𒌓),,
o0002619,http://www.wikidata.org/entity/Q122859908,𒌑𒄉,CUNEIFORM SIGN KISHIK (𒌑 & 𒄉),,
,http://www.wikidata.org/entity/Q123301750,𒁍×𒌦,CUNEIFORM SIGN KITI (𒁍 × 𒌦),,
o0002809,http://www.wikidata.org/entity/Q120350667,𒋙𒀯,CUNEIFORM SIGN KUNGA (𒋙 & 𒀯),,
o0000906,http://www.wikidata.org/entity/Q120269076,𒁇𒀭,CUNEIFORM SIGN KUNGA2 (𒁇 &  𒀭),,
o0001492,http://www.wikidata.org/entity/Q120303999,𒅆𒃻,CUNEIFORM SIGN KURUM7 (𒅆 & 𒃻),,
o0002465,http://www.wikidata.org/entity/Q120300730,𒌋𒄊/𒊊,CUNEIFORM SIGN KUSHU (𒌋 & 𒄊 /  𒊊),,
o0001766,http://www.wikidata.org/entity/Q122924041,𒆵×𒊩,CUNEIFORM SIGN KUSHU2 TIMES SAL (𒆵 × 𒊩),,
o0027565,http://www.wikidata.org/entity/Q124821625,𒇲@t,CUNEIFORM SIGN LA2 TENU (𒇲@t),,
o0001803,http://www.wikidata.org/entity/Q125122416,𒆸×𒀸,CUNEIFORM SIGN LAGAB TIMES ASH (𒆸 × 𒀸),,
o0027697,http://www.wikidata.org/entity/Q122938827,𒆸×𒀾,CUNEIFORM SIGN LAGAB TIMES ASH2 (𒆸 × 𒀾),,
,http://www.wikidata.org/entity/Q123159569,𒆸×𒍎,CUNEIFORM SIGN LAGAB TIMES BANSHUR (𒆸 × 𒍎),,
o0023058,http://www.wikidata.org/entity/Q125122429,𒆸×𒁇,CUNEIFORM SIGN LAGAB TIMES BAR (𒆸 × 𒁇),,
,http://www.wikidata.org/entity/Q123158273,𒆸×𒇯,CUNEIFORM SIGN LAGAB TIMES DU6 (𒆸 × 𒇯),,
o0018500,http://www.wikidata.org/entity/Q125122589,𒆸×𒃲,CUNEIFORM SIGN LAGAB TIMES GAL (𒆸 × 𒃲),,
o0027617,http://www.wikidata.org/entity/Q122914844,𒆸×𒃷,CUNEIFORM SIGN LAGAB TIMES GAN2 (𒆸 × 𒃷),,
o0028008,http://www.wikidata.org/entity/Q125122604,𒆸×𒄥,CUNEIFORM SIGN LAGAB TIMES GUR (𒆸 × 𒄥),,
,http://www.wikidata.org/entity/Q123158295,𒆸×𒄭,CUNEIFORM SIGN LAGAB TIMES HI (𒆸 × 𒄭),,
o0028010,http://www.wikidata.org/entity/Q125122615,𒆸×𒅆,CUNEIFORM SIGN LAGAB TIMES IGI (𒆸 × 𒅆),,
,http://www.wikidata.org/entity/Q123159601,𒆸×𒆵,CUNEIFORM SIGN LAGAB TIMES KUSHU2 (𒆸 × 𒆵),,
,http://www.wikidata.org/entity/Q123158304,𒆸×𒈨,CUNEIFORM SIGN LAGAB TIMES ME (𒆸 × 𒈨),,
o0031942,http://www.wikidata.org/entity/Q124978387,𒆸×𒈬,CUNEIFORM SIGN LAGAB TIMES MU (𒆸 × 𒈬),,
,http://www.wikidata.org/entity/Q123159606,𒆸×𒉣,CUNEIFORM SIGN LAGAB TIMES NUN (𒆸 × 𒉣),,
o0221968,http://www.wikidata.org/entity/Q123158310,𒆸×𒉺,CUNEIFORM SIGN LAGAB TIMES PA (𒆸 × 𒉺),,
o0027723,http://www.wikidata.org/entity/Q124978309,𒆸×𒉽,CUNEIFORM SIGN LAGAB TIMES PAP (𒆸 × 𒉽),,
,http://www.wikidata.org/entity/Q123159608,𒆸×𒊭,CUNEIFORM SIGN LAGAB TIMES SHA (𒆸 × 𒊭),,
o0001840,http://www.wikidata.org/entity/Q125122623,𒆸×𒊺,CUNEIFORM SIGN LAGAB TIMES SHE (𒆸 × 𒊺),,
o0023059,http://www.wikidata.org/entity/Q123159610,𒆸×𒋖,CUNEIFORM SIGN LAGAB TIMES SHITA (𒆸 × 𒋖),,
o0027619,http://www.wikidata.org/entity/Q122914827,𒆸×𒋗,CUNEIFORM SIGN LAGAB TIMES SHU (𒆸 × 𒋗),,
,http://www.wikidata.org/entity/Q123159631,𒆸×𒋻,CUNEIFORM SIGN LAGAB TIMES TAR (𒆸 × 𒋻),,
,http://www.wikidata.org/entity/Q122937105,𒆸×𒌀,CUNEIFORM SIGN LAGAB TIMES TIL (𒆸 × 𒌀),,
o0031578,http://www.wikidata.org/entity/Q125122631,𒆸×𒌇,CUNEIFORM SIGN LAGAB TIMES TUK (𒆸 × 𒌇),,
o0028012,http://www.wikidata.org/entity/Q124978416,𒆸×𒍝,CUNEIFORM SIGN LAGAB TIMES ZA (𒆸 × 𒍝),,
,http://www.wikidata.org/entity/Q123165174,𒆸×𒓯,CUNEIFORM SIGN LAGAB TIMES ZATU 753 (𒆸 × 𒓯),,
,http://www.wikidata.org/entity/Q123289028,𒆸×ZATU766,CUNEIFORM SIGN LAGAB TIMES ZATU 766 (𒆸 × ZATU 766),,
o0037865,http://www.wikidata.org/entity/Q124980659,𒇬×𒃻,CUNEIFORM SIGN LAGAR TIMES GAR (𒇬 × 𒃻),,
o0037869,http://www.wikidata.org/entity/Q124980637,𒇬×𒈦,CUNEIFORM SIGN LAGAR TIMES MASH (𒇬 × 𒈦),,
o0037867,http://www.wikidata.org/entity/Q124980699,𒇬×𒊩,CUNEIFORM SIGN LAGAR TIMES SAL (𒇬 × 𒊩),,
o0031948,http://www.wikidata.org/entity/Q124980719,𒇬×𒋺,CUNEIFORM SIGN LAGAR TIMES TAK4 (𒇬 × 𒋺),,
o0221969,http://www.wikidata.org/entity/Q124980751,𒇬×𒍝,CUNEIFORM SIGN LAGAR TIMES ZA (𒇬 × 𒍝),,
o0000313,http://www.wikidata.org/entity/Q122923351,LAK013,CUNEIFORM SIGN LAK-013,,
o0000321,http://www.wikidata.org/entity/Q122923320,LAK020,CUNEIFORM SIGN LAK-020,,
o0000344,http://www.wikidata.org/entity/Q122915558,LAK027,CUNEIFORM SIGN LAK-027,,
o0000345,http://www.wikidata.org/entity/Q122915566,LAK028,CUNEIFORM SIGN LAK-028,,
o0000362,http://www.wikidata.org/entity/Q122915572,LAK037,CUNEIFORM SIGN LAK-037,,
o0025810,http://www.wikidata.org/entity/Q122905411,LAK046a,CUNEIFORM SIGN LAK-046a,,
,http://www.wikidata.org/entity/Q122917058,LAK077,CUNEIFORM SIGN LAK-077,,
o0000310,http://www.wikidata.org/entity/Q122902110,LAK093,CUNEIFORM SIGN LAK-093,,
o0025817,http://www.wikidata.org/entity/Q122902133,LAK099,CUNEIFORM SIGN LAK-099,,
o0000312,http://www.wikidata.org/entity/Q122902170,LAK120,CUNEIFORM SIGN LAK-120,,
o0000315,http://www.wikidata.org/entity/Q122902320,LAK132,CUNEIFORM SIGN LAK-132,,
o0025818,http://www.wikidata.org/entity/Q122902327,LAK141,CUNEIFORM SIGN LAK-141,,
o0000317,http://www.wikidata.org/entity/Q122902381,LAK151,CUNEIFORM SIGN LAK-151,,
o0000320,http://www.wikidata.org/entity/Q122902390,LAK195,CUNEIFORM SIGN LAK-195,,
o0025729,http://www.wikidata.org/entity/Q122902411,LAK202,CUNEIFORM SIGN LAK-202,,
o0025822,http://www.wikidata.org/entity/Q122902481,LAK203,CUNEIFORM SIGN LAK-203,,
o0221917,http://www.wikidata.org/entity/Q122902494,LAK205,CUNEIFORM SIGN LAK-205,,
o0000325,http://www.wikidata.org/entity/Q122904676,LAK213,CUNEIFORM SIGN LAK-213,,
o0000328,http://www.wikidata.org/entity/Q122902707,LAK222,CUNEIFORM SIGN LAK-222,,
o0000331,http://www.wikidata.org/entity/Q122903428,LAK231,CUNEIFORM SIGN LAK-231,,
o0025731,http://www.wikidata.org/entity/Q122903443,LAK234,CUNEIFORM SIGN LAK-234,,
,http://www.wikidata.org/entity/Q122923759,LAK239,CUNEIFORM SIGN LAK-239,,
o0000334,http://www.wikidata.org/entity/Q122903470,LAK241,CUNEIFORM SIGN LAK-241,,
,http://www.wikidata.org/entity/Q122947709,LAK244,CUNEIFORM SIGN LAK-244,,
o0000336,http://www.wikidata.org/entity/Q122903487,LAK246,CUNEIFORM SIGN LAK-246,,
o0025828,http://www.wikidata.org/entity/Q122903507,LAK248b,CUNEIFORM SIGN LAK-248b,,
o0000339,http://www.wikidata.org/entity/Q122903556,LAK252,CUNEIFORM SIGN LAK-252,,
o0025860,http://www.wikidata.org/entity/Q122903565,LAK256,CUNEIFORM SIGN LAK-256,,
o0000340,http://www.wikidata.org/entity/Q122903605,LAK262,CUNEIFORM SIGN LAK-262,,
o0000346,http://www.wikidata.org/entity/Q122903630,LAK286,CUNEIFORM SIGN LAK-286,,
o0000347,http://www.wikidata.org/entity/Q122903637,LAK287,CUNEIFORM SIGN LAK-287,,
o0000348,http://www.wikidata.org/entity/Q122903648,LAK298,CUNEIFORM SIGN LAK-298,,
o0000351,http://www.wikidata.org/entity/Q122903659,LAK315,CUNEIFORM SIGN LAK-315,,
,http://www.wikidata.org/entity/Q122923878,LAK332,CUNEIFORM SIGN LAK-332,,
o0000354,http://www.wikidata.org/entity/Q122903675,LAK336,CUNEIFORM SIGN LAK-336,,
o0025839,http://www.wikidata.org/entity/Q122903685,LAK340,CUNEIFORM SIGN LAK-340,,
o0025841,http://www.wikidata.org/entity/Q122903697,LAK363,CUNEIFORM SIGN LAK-363,,
o0000361,http://www.wikidata.org/entity/Q122936812,LAK369,CUNEIFORM SIGN LAK-369,,
o0025842,http://www.wikidata.org/entity/Q122936853,LAK380,CUNEIFORM SIGN LAK-380,,
o0000366,http://www.wikidata.org/entity/Q122903710,LAK387,CUNEIFORM SIGN LAK-387,,
o0025844,http://www.wikidata.org/entity/Q122903783,LAK407,CUNEIFORM SIGN LAK-407,,
o0000370,http://www.wikidata.org/entity/Q122903791,LAK408,CUNEIFORM SIGN LAK-408,,
o0000371,http://www.wikidata.org/entity/Q122903809,LAK409,CUNEIFORM SIGN LAK-409,,
o0000372,http://www.wikidata.org/entity/Q122903835,LAK410,CUNEIFORM SIGN LAK-410,,
o0025846,http://www.wikidata.org/entity/Q122903846,LAK416,CUNEIFORM SIGN LAK-416,,
o0025848,http://www.wikidata.org/entity/Q122903855,LAK431,CUNEIFORM SIGN LAK-431,,
o0027544,http://www.wikidata.org/entity/Q122903862,LAK444,CUNEIFORM SIGN LAK-444,,
o0027545,http://www.wikidata.org/entity/Q122903870,LAK445,CUNEIFORM SIGN LAK-445,,
o0000376,http://www.wikidata.org/entity/Q122903880,LAK453,CUNEIFORM SIGN LAK-453,,
o0027547,http://www.wikidata.org/entity/Q122903892,LAK456,CUNEIFORM SIGN LAK-456,,
o0000381,http://www.wikidata.org/entity/Q122903953,LAK471,CUNEIFORM SIGN LAK-471,,
o0221890,http://www.wikidata.org/entity/Q122903967,LAK496,CUNEIFORM SIGN LAK-496,,
o0000388,http://www.wikidata.org/entity/Q122915296,LAK498,CUNEIFORM SIGN LAK-498,,
o0000391,http://www.wikidata.org/entity/Q122905391,LAK500,CUNEIFORM SIGN LAK-500,,
o0027548,http://www.wikidata.org/entity/Q123248014,LAK508,CUNEIFORM SIGN LAK-508,,
o0000394,http://www.wikidata.org/entity/Q122915257,LAK526,CUNEIFORM SIGN LAK-526,,
o0000396,http://www.wikidata.org/entity/Q122904466,LAK539,CUNEIFORM SIGN LAK-539,,
o0025735,http://www.wikidata.org/entity/Q122904445,LAK546,CUNEIFORM SIGN LAK-546,,
o0000398,http://www.wikidata.org/entity/Q122904243,LAK558,CUNEIFORM SIGN LAK-558,,
o0000399,http://www.wikidata.org/entity/Q122915148,LAK605,CUNEIFORM SIGN LAK-605,,
o0000401,http://www.wikidata.org/entity/Q122904325,LAK607,CUNEIFORM SIGN LAK-607,,
o0000406,http://www.wikidata.org/entity/Q122904299,LAK638,CUNEIFORM SIGN LAK-638,,
o0027550,http://www.wikidata.org/entity/Q122904282,LAK643,CUNEIFORM SIGN LAK-643,,
o0000407,http://www.wikidata.org/entity/Q122904289,LAK646,CUNEIFORM SIGN LAK-646,,
o0000410,http://www.wikidata.org/entity/Q122915021,LAK708,CUNEIFORM SIGN LAK-708,,
o0025852,http://www.wikidata.org/entity/Q122904088,LAK712,CUNEIFORM SIGN LAK-712,,
o0027551,http://www.wikidata.org/entity/Q122904097,LAK722,CUNEIFORM SIGN LAK-722,,
o0000414,http://www.wikidata.org/entity/Q122904108,LAK748,CUNEIFORM SIGN LAK-748,,
o0000416,http://www.wikidata.org/entity/Q122904123,LAK764,CUNEIFORM SIGN LAK-764,,
o0018528,http://www.wikidata.org/entity/Q122904132,LAK765,CUNEIFORM SIGN LAK-765,,
o0027553,http://www.wikidata.org/entity/Q122904139,LAK773,CUNEIFORM SIGN LAK-773,,
o0000417,http://www.wikidata.org/entity/Q122904151,LAK774,CUNEIFORM SIGN LAK-774,,
o0021461,http://www.wikidata.org/entity/Q122904176,LAK779,CUNEIFORM SIGN LAK-779,,
,http://www.wikidata.org/entity/Q122938817,LAK786,CUNEIFORM SIGN LAK-786,,
